ID,Description,NES,pvalue,p.adjust,GeneRatio,BgRatio,geneID,geneName,Count,BG,Study,Freq,total_study,celltype,regulators,-log10(Padj),Study_1,Study_2,Cell_line
PID_WNT_NONCANONICAL_PATHWAY,WNT NONCANONICAL PATHWAY,1.584643777,0.014057219,0.093623144,Feb-98,32/17332,23118/6885,TAB2/MAP3K7,2,32,2022_NatureCommunication_Frey_KPC_OTI,3,18,Tcells,neg,1.02861678,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
REACTOME_917729,"Endosomal Sorting Complex Required 
For Transport (ESCRT)",1.697913276,0.014057219,0.093623144,Feb-98,32/17332,9525/7316,VPS4B/UBC,2,32,2022_NatureCommunication_Frey_KPC_OTI,5,18,Tcells,neg,1.02861678,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,GLYCEROLIPID BIOSYNTHETIC PROCESS,2.670532651,0.014418636,0.095796013,May-98,253/17332,8733/8651/94005/10026/128869,GPAA1/SOCS1/PIGS/PIGK/PIGU,5,253,2022_NatureCommunication_Frey_KPC_OTI,4,18,Tcells,neg,1.018652567,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,"NEGATIVE REGULATION OF CYCLIN 
DEPENDENT PROTEIN SERINE THREONINE 
KINASE ACTIVITY",1.262917779,0.014909581,0.098576938,Feb-98,33/17332,7128/1030,TNFAIP3/CDKN2B,2,33,2022_NatureCommunication_Frey_KPC_OTI,3,18,Tcells,neg,1.006224677,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
PID_EPO_PATHWAY,EPO PATHWAY,1.234816394,0.014909581,0.098576938,Feb-98,33/17332,598/2885,BCL2L1/GRB2,2,33,2022_NatureCommunication_Frey_KPC_OTI,3,18,Tcells,neg,1.006224677,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS,"CELLULAR RESPONSE TO BIOTIC 
STIMULUS",2.323930789,0.015101761,0.099605805,May-98,256/17332,7128/4792/345611/83734/80149,TNFAIP3/NFKBIA/IRGM/ATG10/ZC3H12A,5,256,2022_NatureCommunication_Frey_KPC_OTI,4,18,Tcells,neg,1.001715348,2022_NatCommun_Frey_KPC_OTI,2022_NatCommun_Frey_KPC_OTI,PDAC
GOBP_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN,"ATTACHMENT OF GPI ANCHOR 
TO PROTEIN",4.247410643,3.45E-11,7.00E-08,5/100,6/17332,10026/51604/8733/128869/94005,PIGK/PIGT/GPAA1/PIGU/PIGS,5,6,2023_CancerDiscovery_Ito_B16_OT1,3,18,Tcells,neg,7.155072398,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_162791,"Attachment of GPI anchor 
to uPAR",4.247410643,1.20E-10,1.22E-07,5/100,7/17332,10026/51604/8733/128869/94005,PIGK/PIGT/GPAA1/PIGU/PIGS,5,7,2023_CancerDiscovery_Ito_B16_OT1,3,18,Tcells,neg,6.914023015,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_5357905,Regulation of TNFR1 signaling,5.209085144,1.54E-09,1.04E-06,7/100,37/17332,55072/8772/8737/10616/90268/8837/841,RNF31/FADD/RIPK1/RBCK1/OTULIN/CFLAR/CASP8,7,37,2023_CancerDiscovery_Ito_B16_OT1,12,18,Tcells,neg,5.983598544,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,"POSITIVE REGULATION OF I 
KAPPAB KINASE NF KAPPAB 
SIGNALING",8.262545038,1.12E-08,4.91E-06,11/100,188/17332,55072/29110/8772/7334/8737/10616/23476/8837/51026/6885/841,RNF31/TBK1/FADD/UBE2N/RIPK1/RBCK1/BRD4/CFLAR/GOLT1B/MAP3K7/CASP8,11,188,2023_CancerDiscovery_Ito_B16_OT1,11,18,Tcells,neg,5.308611719,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_6811440,"Retrograde transport at the 
Trans-Golgi-Network",6.356655109,1.21E-08,4.91E-06,7/100,49/17332,9827/22796/90196/25839/83548/60560/10466,RGP1/COG2/SYS1/COG4/COG3/NAA35/COG5,7,49,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,5.308611719,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_VIRAL_PROTEIN_PROCESSING,VIRAL PROTEIN PROCESSING,5.197188487,2.08E-08,7.02E-06,6/100,31/17332,4245/7841/4124/5045/11253/4247,MGAT1/MOGS/MAN2A1/FURIN/MAN1B1/MGAT2,6,31,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,5.153921184,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,"REGULATION OF RESPONSE TO 
CYTOKINE STIMULUS",8.393174045,7.90E-08,2.29E-05,10/100,178/17332,5771/11274/29110/8772/8737/8651/90268/103/11277/841,PTPN2/USP18/TBK1/FADD/RIPK1/SOCS1/OTULIN/ADAR/TREX1/CASP8,10,178,2023_CancerDiscovery_Ito_B16_OT1,10,18,Tcells,neg,4.640671587,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI,"RETROGRADE TRANSPORT VESICLE RECYCLING 
WITHIN GOLGI",4.888802764,1.29E-07,3.17E-05,4/100,9/17332,22796/25839/83548/10466,COG2/COG4/COG3/COG5,4,9,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,4.499480543,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,"REGULATION OF TYPE I 
INTERFERON MEDIATED SIGNALING PATHWAY",6.811001234,1.41E-07,3.17E-05,6/100,42/17332,5771/11274/29110/8772/103/11277,PTPN2/USP18/TBK1/FADD/ADAR/TREX1,6,42,2023_CancerDiscovery_Ito_B16_OT1,9,18,Tcells,neg,4.499480543,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_6811438,Intra-Golgi traffic,5.949535355,1.87E-07,3.80E-05,6/100,44/17332,9827/22796/4124/25839/83548/10466,RGP1/COG2/MAN2A1/COG4/COG3/COG5,6,44,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,4.420343637,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_3371378,Regulation by c-FLIP,2.882428782,3.34E-07,5.38E-05,4/100,11/17332,8772/8737/8837/841,FADD/RIPK1/CFLAR/CASP8,4,11,2023_CancerDiscovery_Ito_B16_OT1,7,18,Tcells,neg,4.268815096,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_69416,Dimerization of procaspase-8,2.882428782,3.34E-07,5.38E-05,4/100,11/17332,8772/8737/8837/841,FADD/RIPK1/CFLAR/CASP8,4,11,2023_CancerDiscovery_Ito_B16_OT1,7,18,Tcells,neg,4.268815096,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,4.247410643,3.45E-07,5.38E-05,5/100,26/17332,10026/51604/8733/128869/94005,PIGK/PIGT/GPAA1/PIGU/PIGS,5,26,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,4.268815096,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_5218900,CASP8 activity is inhibited,2.882428782,7.17E-07,9.82E-05,4/100,13/17332,8772/8737/8837/841,FADD/RIPK1/CFLAR/CASP8,4,13,2023_CancerDiscovery_Ito_B16_OT1,7,18,Tcells,neg,4.007941652,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_9694548,Maturation of spike protein,5.160129055,7.35E-07,9.82E-05,5/100,30/17332,4245/7841/4124/11253/4247,MGAT1/MOGS/MAN2A1/MAN1B1/MGAT2,5,30,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,4.007941652,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,"I KAPPAB KINASE NF 
KAPPAB SIGNALING",8.262545038,8.42E-07,9.82E-05,11/100,288/17332,55072/29110/8772/7334/8737/10616/23476/8837/51026/6885/841,RNF31/TBK1/FADD/UBE2N/RIPK1/RBCK1/BRD4/CFLAR/GOLT1B/MAP3K7/CASP8,11,288,2023_CancerDiscovery_Ito_B16_OT1,10,18,Tcells,neg,4.007941652,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,"REGULATION OF INNATE IMMUNE 
RESPONSE",9.495572611,8.49E-07,9.82E-05,10/100,230/17332,5771/11274/29110/8772/3659/8651/103/11277/6885/841,PTPN2/USP18/TBK1/FADD/IRF1/SOCS1/ADAR/TREX1/MAP3K7/CASP8,10,230,2023_CancerDiscovery_Ito_B16_OT1,10,18,Tcells,neg,4.007941652,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,"REGULATION OF PROGRAMMED NECROTIC 
CELL DEATH",3.342256631,8.72E-07,9.82E-05,5/100,31/17332,8772/8737/10616/8837/841,FADD/RIPK1/RBCK1/CFLAR/CASP8,5,31,2023_CancerDiscovery_Ito_B16_OT1,10,18,Tcells,neg,4.007941652,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_GPI_ANCHOR_METABOLIC_PROCESS,GPI ANCHOR METABOLIC PROCESS,4.247410643,1.03E-06,0.000109744,5/100,32/17332,10026/51604/8733/128869/94005,PIGK/PIGT/GPAA1/PIGU/PIGS,5,32,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,3.959621029,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa04140,Autophagy,6.128806548,1.56E-06,0.000153001,8/100,141/17332,29110/55578/83734/5861/9474/8837/6885/29982,TBK1/SUPT20H/ATG10/RAB1A/ATG5/CFLAR/MAP3K7/NRBF2,8,141,2023_CancerDiscovery_Ito_B16_OT1,13,18,Tcells,neg,3.815306778,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_GLYCOSYLATION,GLYCOSYLATION,8.088741491,1.62E-06,0.000153001,10/100,247/17332,4245/22796/7841/4124/54187/25839/83548/11253/4247/10466,MGAT1/COG2/MOGS/MAN2A1/NANS/COG4/COG3/MAN1B1/MGAT2/COG5,10,247,2023_CancerDiscovery_Ito_B16_OT1,2,18,Tcells,neg,3.815306778,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_VIRAL_GENE_EXPRESSION,VIRAL GENE EXPRESSION,5.931540426,1.66E-06,0.000153001,7/100,99/17332,4245/7841/9474/4124/5045/11253/4247,MGAT1/MOGS/ATG5/MAN2A1/FURIN/MAN1B1/MGAT2,7,99,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,3.815306778,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,"RESPONSE TO TYPE I 
INTERFERON",6.811001234,1.81E-06,0.000159847,6/100,64/17332,5771/11274/29110/8772/103/11277,PTPN2/USP18/TBK1/FADD/ADAR/TREX1,6,64,2023_CancerDiscovery_Ito_B16_OT1,9,18,Tcells,neg,3.796296194,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS,LIPOPROTEIN BIOSYNTHETIC PROCESS,5.485956543,1.90E-06,0.000160523,7/100,101/17332,10026/51604/8733/83734/128869/9474/94005,PIGK/PIGT/GPAA1/ATG10/PIGU/ATG5/PIGS,7,101,2023_CancerDiscovery_Ito_B16_OT1,8,18,Tcells,neg,3.794463789,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa04622,RIG-I-like receptor signaling pathway,4.68395212,3.08E-06,0.000250107,6/100,70/17332,29110/8772/9474/8737/6885/841,TBK1/FADD/ATG5/RIPK1/MAP3K7/CASP8,6,70,2023_CancerDiscovery_Ito_B16_OT1,11,18,Tcells,neg,3.60187457,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS,GLYCOLIPID BIOSYNTHETIC PROCESS,4.434210036,3.35E-06,0.000261468,6/100,71/17332,10026/51604/8733/128869/94005/9375,PIGK/PIGT/GPAA1/PIGU/PIGS/TM9SF2,6,71,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,3.582580709,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_9013957,"TLR3-mediated TICAM1-dependent programmed cell 
death",2.365892626,3.68E-06,0.000276332,3/100,6/17332,8772/8737/841,FADD/RIPK1/CASP8,3,6,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,3.558569557,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa04217,Necroptosis,6.236841873,3.83E-06,0.000277164,8/100,159/17332,55072/9525/8772/8737/10616/8837/51652/841,RNF31/VPS4B/FADD/RIPK1/RBCK1/CFLAR/CHMP3/CASP8,8,159,2023_CancerDiscovery_Ito_B16_OT1,10,18,Tcells,neg,3.557263856,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,"PROTEASOME MEDIATED UBIQUITIN DEPENDENT 
PROTEIN CATABOLIC PROCESS",5.690242332,4.53E-06,0.000307851,12/100,413/17332,7328/64326/10616/25820/54994/10296/51377/7327/80232/11253/84447/55070,UBE2H/COP1/RBCK1/ARIH1/GID8/MAEA/UCHL5/UBE2G2/WDR26/MAN1B1/SYVN1/DET1,12,413,2023_CancerDiscovery_Ito_B16_OT1,2,18,Tcells,neg,3.511659465,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,"NEGATIVE REGULATION OF PROGRAMMED 
NECROTIC CELL DEATH",2.880590865,4.71E-06,0.000307851,4/100,20/17332,8772/8737/10616/841,FADD/RIPK1/RBCK1/CASP8,4,20,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,3.511659465,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,"NEGATIVE REGULATION OF TYPE 
I INTERFERON MEDIATED SIGNALING 
PATHWAY",6.618972226,4.71E-06,0.000307851,4/100,20/17332,5771/11274/103/11277,PTPN2/USP18/ADAR/TREX1,4,20,2023_CancerDiscovery_Ito_B16_OT1,8,18,Tcells,neg,3.511659465,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_REGULATION_OF_NECROTIC_CELL_DEATH,"REGULATION OF NECROTIC CELL 
DEATH",3.342256631,7.32E-06,0.000463486,5/100,47/17332,8772/8737/10616/8837/841,FADD/RIPK1/RBCK1/CFLAR/CASP8,5,47,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,3.333963803,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH,PROGRAMMED NECROTIC CELL DEATH,3.342256631,9.01E-06,0.000545152,5/100,49/17332,8772/8737/10616/8837/841,FADD/RIPK1/RBCK1/CFLAR/CASP8,5,49,2023_CancerDiscovery_Ito_B16_OT1,7,18,Tcells,neg,3.263482497,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa00510,N-Glycan biosynthesis,5.160129055,9.97E-06,0.000545152,5/100,50/17332,4245/7841/4124/11253/4247,MGAT1/MOGS/MAN2A1/MAN1B1/MGAT2,5,50,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,3.263482497,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_NEGATIVE_REGULATION_OF_NECROTIC_CELL_DEATH,"NEGATIVE REGULATION OF NECROTIC 
CELL DEATH",2.880590865,1.01E-05,0.000545152,4/100,24/17332,8772/8737/10616/841,FADD/RIPK1/RBCK1/CASP8,4,24,2023_CancerDiscovery_Ito_B16_OT1,4,18,Tcells,neg,3.263482497,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION,REGULATION OF MACROPHAGE DIFFERENTIATION,4.275168103,1.01E-05,0.000545152,4/100,24/17332,5771/8772/8737/841,PTPN2/FADD/RIPK1/CASP8,4,24,2023_CancerDiscovery_Ito_B16_OT1,4,18,Tcells,neg,3.263482497,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_5213460,RIPK1-mediated regulated necrosis,2.882428782,1.01E-05,0.000545152,4/100,24/17332,8772/8737/8837/841,FADD/RIPK1/CFLAR/CASP8,4,24,2023_CancerDiscovery_Ito_B16_OT1,9,18,Tcells,neg,3.263482497,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_75158,TRAIL  signaling,2.428592164,1.02E-05,0.000545152,3/100,8/17332,8772/8837/841,FADD/CFLAR/CASP8,3,8,2023_CancerDiscovery_Ito_B16_OT1,3,18,Tcells,neg,3.263482497,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa04621,NOD-like receptor signaling pathway,6.342004381,1.12E-05,0.000582949,8/100,184/17332,55072/29110/8772/9474/8737/10616/6885/841,RNF31/TBK1/FADD/ATG5/RIPK1/RBCK1/MAP3K7/CASP8,8,184,2023_CancerDiscovery_Ito_B16_OT1,11,18,Tcells,neg,3.234369575,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_MACROAUTOPHAGY,MACROAUTOPHAGY,8.23691698,1.21E-05,0.000613604,10/100,310/17332,55072/9525/29110/83734/5861/9474/9538/51652/9517/6885,RNF31/VPS4B/TBK1/ATG10/RAB1A/ATG5/EI24/CHMP3/SPTLC2/MAP3K7,10,310,2023_CancerDiscovery_Ito_B16_OT1,13,18,Tcells,neg,3.212111475,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa05131,Shigellosis,7.94057968,1.29E-05,0.00063818,9/100,247/17332,55072/29110/7334/9474/8737/10616/10093/10097/6885,RNF31/TBK1/UBE2N/ATG5/RIPK1/RBCK1/ARPC4/ACTR2/MAP3K7,9,247,2023_CancerDiscovery_Ito_B16_OT1,12,18,Tcells,neg,3.19505655,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,LIPOPROTEIN METABOLIC PROCESS,5.485956543,1.65E-05,0.000797592,7/100,140/17332,10026/51604/8733/83734/128869/9474/94005,PIGK/PIGT/GPAA1/ATG10/PIGU/ATG5/PIGS,7,140,2023_CancerDiscovery_Ito_B16_OT1,7,18,Tcells,neg,3.098219349,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa04120,Ubiquitin mediated proteolysis,6.234877609,1.81E-05,0.000847729,7/100,142/17332,7328/7334/8651/64326/7327/84447/55070,UBE2H/UBE2N/SOCS1/COP1/UBE2G2/SYVN1/DET1,7,142,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,3.071742924,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
KEGG_hsa05130,Pathogenic Escherichia coli infection,5.856585387,1.84E-05,0.000847729,8/100,197/17332,5861/8772/8737/10093/10787/10097/6885/841,RAB1A/FADD/RIPK1/ARPC4/NCKAP1/ACTR2/MAP3K7/CASP8,8,197,2023_CancerDiscovery_Ito_B16_OT1,9,18,Tcells,neg,3.071742924,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
PID_TRAIL_PATHWAY,TRAIL PATHWAY,2.882428782,1.92E-05,0.000865025,4/100,28/17332,8772/8737/8837/841,FADD/RIPK1/CFLAR/CASP8,4,28,2023_CancerDiscovery_Ito_B16_OT1,11,18,Tcells,neg,3.062971112,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
BIOCARTA_SODD_PATHWAY,SODD PATHWAY,2.365892626,2.17E-05,0.000917446,3/100,10/17332,8772/8737/841,FADD/RIPK1/CASP8,3,10,2023_CancerDiscovery_Ito_B16_OT1,4,18,Tcells,neg,3.037419323,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_2562578,TRIF-mediated programmed cell death,2.365892626,2.17E-05,0.000917446,3/100,10/17332,8772/8737/841,FADD/RIPK1/CASP8,3,10,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,3.037419323,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
BIOCARTA_DEATH_PATHWAY,DEATH PATHWAY,2.882428782,2.22E-05,0.000917446,4/100,29/17332,8772/8737/8837/841,FADD/RIPK1/CFLAR/CASP8,4,29,2023_CancerDiscovery_Ito_B16_OT1,11,18,Tcells,neg,3.037419323,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
BIOCARTA_TNFR1_PATHWAY,TNFR1 PATHWAY,3.614666549,2.22E-05,0.000917446,4/100,29/17332,8772/8737/6885/841,FADD/RIPK1/MAP3K7/CASP8,4,29,2023_CancerDiscovery_Ito_B16_OT1,6,18,Tcells,neg,3.037419323,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,MEMBRANE LIPID BIOSYNTHETIC PROCESS,4.711088541,2.37E-05,0.00096014,7/100,148/17332,10026/51604/8733/128869/94005/9517/9375,PIGK/PIGT/GPAA1/PIGU/PIGS/SPTLC2/TM9SF2,7,148,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,3.017665602,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
BIOCARTA_FAS_PATHWAY,FAS PATHWAY,3.670550724,2.55E-05,0.000993114,4/100,30/17332,8772/8837/6885/841,FADD/CFLAR/MAP3K7/CASP8,4,30,2023_CancerDiscovery_Ito_B16_OT1,6,18,Tcells,neg,3.003001038,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_5357956,TNFR1-induced NFkappaB signaling pathway,5.083392265,2.55E-05,0.000993114,4/100,30/17332,55072/8737/10616/6885,RNF31/RIPK1/RBCK1/MAP3K7,4,30,2023_CancerDiscovery_Ito_B16_OT1,11,18,Tcells,neg,3.003001038,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS,LIPOSACCHARIDE METABOLIC PROCESS,4.434210036,3.05E-05,0.001165968,6/100,104/17332,10026/51604/8733/128869/94005/9375,PIGK/PIGT/GPAA1/PIGU/PIGS/TM9SF2,6,104,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,2.933313508,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_PROTEIN_ACETYLATION,PROTEIN ACETYLATION,6.064821082,3.68E-05,0.001358797,8/100,217/17332,9474/200186/117143/27097/93624/60560/55257/6885,ATG5/CRTC2/TADA1/TAF5L/TADA2B/NAA35/MRGBP/MAP3K7,8,217,2023_CancerDiscovery_Ito_B16_OT1,5,18,Tcells,neg,2.866845317,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS,NUCLEOTIDE SUGAR METABOLIC PROCESS,5.218536627,3.75E-05,0.001358797,4/100,33/17332,4245/10020/7360/54187,MGAT1/GNE/UGP2/NANS,4,33,2023_CancerDiscovery_Ito_B16_OT1,3,18,Tcells,neg,2.866845317,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
REACTOME_4085001,Sialic acid metabolism,5.417204007,3.75E-05,0.001358797,4/100,33/17332,10559/55907/10020/54187,SLC35A1/CMAS/GNE/NANS,4,33,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,2.866845317,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_NECROTIC_CELL_DEATH,NECROTIC CELL DEATH,3.342256631,4.21E-05,0.001455215,5/100,67/17332,8772/8737/10616/8837/841,FADD/RIPK1/RBCK1/CFLAR/CASP8,5,67,2023_CancerDiscovery_Ito_B16_OT1,8,18,Tcells,neg,2.837072889,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,"INTRA GOLGI VESICLE MEDIATED 
TRANSPORT",4.888802764,4.24E-05,0.001455215,4/100,34/17332,22796/25839/83548/10466,COG2/COG4/COG3/COG5,4,34,2023_CancerDiscovery_Ito_B16_OT1,1,18,Tcells,neg,2.837072889,2023_CancerDiscov_Ito_B16_OT1,2023_CancerDiscov_Ito_B16_OT1,Melanoma
