"ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Study","Freq","total_study","celltype","regulators","-log10(Padj)"
"GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY","POSITIVE REGULATION OF MACROAUTOPHAGY",1.86910259296435,1.52288266497832e-06,0.000481013367466724,"6/85","73/17332","6885/7249/8517/29110/7248/55072","MAP3K7/TSC2/IKBKG/TBK1/TSC1/RNF31",6,73,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",3.31784285431979
"PID_TNF_PATHWAY","TNF PATHWAY",2.77632393814452,2.94771562498539e-06,0.000814674905855336,"5/85","46/17332","7186/6885/329/8517/8717","TRAF2/MAP3K7/BIRC2/IKBKG/TRADD",5,46,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",3.08901566090355
"KEGG_hsa05131","Shigellosis",2.45295218345105,3.36277487905434e-06,0.000826121695287682,"9/85","247/17332","7186/6885/8517/29110/10616/8717/55072/10318/63916","TRAF2/MAP3K7/IKBKG/TBK1/RBCK1/TRADD/RNF31/TNIP1/ELMO2",9,247,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",12,18,"Tcells","neg",3.08295597241453
"REACTOME_5213460","RIPK1-mediated regulated necrosis",2.41375985335527,5.31137192881763e-06,0.00116132801823322,"4/85","24/17332","7186/329/8837/8717","TRAF2/BIRC2/CFLAR/TRADD",4,24,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",9,18,"Tcells","neg",2.93504509603381
"GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY","POSITIVE REGULATION OF DNA BINDING
 TRANSCRIPTION FACTOR ACTIVITY",2.52559075454003,5.77775133449361e-06,0.00116132801823322,"9/85","264/17332","7186/6885/8517/1906/10616/6469/8837/8717/55072","TRAF2/MAP3K7/IKBKG/EDN1/RBCK1/SHH/CFLAR/TRADD/RNF31",9,264,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",12,18,"Tcells","neg",2.93504509603381
"PID_TRAIL_PATHWAY","TRAIL PATHWAY",2.03997915213101,1.00824873438373e-05,0.00179239739091732,"4/85","28/17332","7186/8517/8837/8717","TRAF2/IKBKG/CFLAR/TRADD",4,28,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",2.74656569693431
"GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY","POSITIVE REGULATION OF NF KAPPAB
 TRANSCRIPTION FACTOR ACTIVITY",2.25317761352643,1.05387454011421e-05,0.00179239739091732,"7/85","154/17332","7186/6885/8517/10616/8837/8717/55072","TRAF2/MAP3K7/IKBKG/RBCK1/CFLAR/TRADD/RNF31",7,154,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",2.74656569693431
"BIOCARTA_DEATH_PATHWAY","DEATH PATHWAY",2.41375985335527,1.16520636668306e-05,0.00184019376909732,"4/85","29/17332","7186/329/8837/8717","TRAF2/BIRC2/CFLAR/TRADD",4,29,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",2.73513644415405
"REACTOME_3371378","Regulation by c-FLIP",1.76841049530208,1.8257671704943e-05,0.00252298200872681,"3/85","11/17332","7186/8837/8717","TRAF2/CFLAR/TRADD",3,11,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",2.59808584640614
"REACTOME_69416","Dimerization of procaspase-8",1.76841049530208,1.8257671704943e-05,0.00252298200872681,"3/85","11/17332","7186/8837/8717","TRAF2/CFLAR/TRADD",3,11,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",2.59808584640614
"KEGG_hsa04622","RIG-I-like receptor signaling pathway",2.2314139737317,2.37341544391693e-05,0.00308683620382372,"5/85","70/17332","7186/6885/8517/29110/8717","TRAF2/MAP3K7/IKBKG/TBK1/TRADD",5,70,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",2.51048641478833
"REACTOME_5218900","CASP8 activity is inhibited",1.76841049530208,3.14227697455994e-05,0.00385976355041779,"3/85","13/17332","7186/8837/8717","TRAF2/CFLAR/TRADD",3,13,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",2.41343929944589
"KEGG_hsa04621","NOD-like receptor signaling pathway",2.62673819944243,3.33034067916971e-05,0.00387546486402328,"7/85","184/17332","7186/6885/329/8517/29110/10616/55072","TRAF2/MAP3K7/BIRC2/IKBKG/TBK1/RBCK1/RNF31",7,184,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",2.41167619618441
"GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY","POSITIVE REGULATION OF AUTOPHAGY",1.86910259296435,5.49794440508539e-05,0.00607797753982189,"6/85","136/17332","6885/7249/8517/29110/7248/55072","MAP3K7/TSC2/IKBKG/TBK1/TSC1/RNF31",6,136,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",2.21624090911778
"GOBP_NIK_NF_KAPPAB_SIGNALING","NIK NF KAPPAB SIGNALING",2.6491394354564,7.55676796484881e-05,0.0079561971287051,"6/85","144/17332","7186/6885/329/1906/10616/8717","TRAF2/MAP3K7/BIRC2/EDN1/RBCK1/TRADD",6,144,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",2.09929446500861
"REACTOME_5676594","TNF receptor superfamily (TNFSF) members
 mediating non-canonical NF-kB pathway",2.21015548044929,8.80777645279777e-05,0.00885181533506176,"3/85","18/17332","7186/329/4050","TRAF2/BIRC2/LTB",3,18,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",4,18,"Tcells","neg",2.05296765482162
"GOBP_PROGRAMMED_NECROTIC_CELL_DEATH","PROGRAMMED NECROTIC CELL DEATH",2.24851959498895,9.64683761930971e-05,0.0090443836965402,"4/85","49/17332","7186/329/10616/8837","TRAF2/BIRC2/RBCK1/CFLAR",4,49,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",2.04362102154169
"KEGG_hsa04657","IL-17 signaling pathway",2.2314139737317,9.81751283206535e-05,0.0090443836965402,"5/85","94/17332","7186/6885/8517/29110/8717","TRAF2/MAP3K7/IKBKG/TBK1/TRADD",5,94,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",2.04362102154169
"KEGG_hsa05160","Hepatitis C",2.14288172364406,0.000121733024213613,0.0106849016133011,"6/85","157/17332","7186/8517/29110/8837/8717/8554","TRAF2/IKBKG/TBK1/CFLAR/TRADD/PIAS1",6,157,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",1.97122947247016
"GOBP_REGULATION_OF_MACROAUTOPHAGY","REGULATION OF MACROAUTOPHAGY",1.86910259296435,0.000126046515927232,0.0106849016133011,"6/85","158/17332","6885/7249/8517/29110/7248/55072","MAP3K7/TSC2/IKBKG/TBK1/TSC1/RNF31",6,158,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",1.97122947247016
"KEGG_hsa04217","Necroptosis",2.34127770630336,0.000130480481030814,0.0106849016133011,"6/85","159/17332","7186/329/10616/8837/8717/55072","TRAF2/BIRC2/RBCK1/CFLAR/TRADD/RNF31",6,159,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",1.97122947247016
"GOBP_MACROAUTOPHAGY","MACROAUTOPHAGY",2.27674218268272,0.000139499464727521,0.0108293087893989,"8/85","310/17332","6885/7249/8517/8100/83460/29110/7248/55072","MAP3K7/TSC2/IKBKG/IFT88/EMC6/TBK1/TSC1/RNF31",8,310,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",13,18,"Tcells","neg",1.96539926253718
"BIOCARTA_NFKB_PATHWAY","NFKB PATHWAY",1.38432588661504,0.000142039780593654,0.0108293087893989,"3/85","21/17332","6885/8517/8717","MAP3K7/IKBKG/TRADD",3,21,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",12,18,"Tcells","neg",1.96539926253718
"BIOCARTA_HIVNEF_PATHWAY","HIVNEF PATHWAY",2.41375985335527,0.000162923517571279,0.0120074632450033,"4/85","56/17332","7186/329/8837/8717","TRAF2/BIRC2/CFLAR/TRADD",4,56,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",1.92054873406786
"REACTOME_5675482","Regulation of necroptotic cell death
",2.39316338070283,0.000187801868219944,0.0133945138914289,"3/85","23/17332","7186/329/8717","TRAF2/BIRC2/TRADD",3,23,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",8,18,"Tcells","neg",1.87307304301888
"BIOCARTA_STRESS_PATHWAY","STRESS PATHWAY",1.97379819969578,0.000213871939118676,0.014777214293481,"3/85","24/17332","7186/8517/8717","TRAF2/IKBKG/TRADD",3,24,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",1.8304074286608
"GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION","PROTEIN LINEAR POLYUBIQUITINATION",0.448326224625278,0.000235429423933001,0.0157737714035111,"2/85","5/17332","10616/55072","RBCK1/RNF31",2,5,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",1.80206445734245
"GOBP_THYROID_GLAND_DEVELOPMENT","THYROID GLAND DEVELOPMENT",1.17361548765762,0.000272798175235306,0.0177399048660371,"3/85","26/17332","3200/1906/6469","HOXA3/EDN1/SHH",3,26,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.75104871349335
"GOBP_ANIMAL_ORGAN_FORMATION","ANIMAL ORGAN FORMATION",1.05007111423699,0.000290427311376462,0.0183467081558102,"4/85","65/17332","3280/3200/157506/6469","HES1/HOXA3/RDH10/SHH",4,65,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.73644184737998
"GOBP_NECROTIC_CELL_DEATH","NECROTIC CELL DEATH",2.24851959498895,0.000326356591073179,0.0200437339684111,"4/85","67/17332","7186/329/10616/8837","TRAF2/BIRC2/RBCK1/CFLAR",4,67,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",8,18,"Tcells","neg",1.6980213700893
"BIOCARTA_TNFR1_PATHWAY","TNFR1 PATHWAY",1.94565106912157,0.000379337832711459,0.0226679985979739,"3/85","29/17332","7186/6885/8717","TRAF2/MAP3K7/TRADD",3,29,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",6,18,"Tcells","neg",1.64458682289185
"GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY","T CELL RECEPTOR SIGNALING PATHWAY
",1.44939158524852,0.000400746632750589,0.0233171264476724,"5/85","127/17332","6885/8517/10616/5144/55072","MAP3K7/IKBKG/RBCK1/PDE4D/RNF31",5,127,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",1.63232497212977
"GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION","NEGATIVE REGULATION OF NEURON DIFFERENTIATION
",1.09237193115976,0.000429974565121542,0.0243762503457367,"4/85","72/17332","3280/27257/6469/1840","HES1/LSM1/SHH/DTX1",4,72,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.61303309852883
"GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH","REGULATION OF PROGRAMMED NECROTIC CELL
 DEATH",1.44105833569363,0.000463356406414883,0.0255470894663156,"3/85","31/17332","329/10616/8837","BIRC2/RBCK1/CFLAR",3,31,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",1.59265857109561
"KEGG_hsa05169","Epstein-Barr virus infection",2.29583586953672,0.000473736168303454,0.0255470894663156,"6/85","202/17332","7186/6885/8517/3280/29110/8717","TRAF2/MAP3K7/IKBKG/HES1/TBK1/TRADD",6,202,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",1.59265857109561
"REACTOME_75893","TNF signaling",1.70936451504777,0.000491253597189493,0.0258609929377611,"2/85","7/17332","7186/8717","TRAF2/TRADD",2,7,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.58735480431595
"KEGG_hsa04210","Apoptosis",2.63183864362427,0.000548180291288925,0.0281866656753445,"5/85","136/17332","7186/329/8517/8837/8717","TRAF2/BIRC2/IKBKG/CFLAR/TRADD",5,136,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",12,18,"Tcells","neg",1.54995629569439
"KEGG_hsa05135","Yersinia infection",2.17319961147489,0.00056677522902402,0.028480455258457,"5/85","137/17332","7186/6885/8517/29110/63916","TRAF2/MAP3K7/IKBKG/TBK1/ELMO2",5,137,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",1.54545307280711
"GOBP_ANOIKIS","ANOIKIS",1.79782063814564,0.000610339034994688,0.0287482299170429,"3/85","34/17332","6885/7249/8517","MAP3K7/TSC2/IKBKG",3,34,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",4,18,"Tcells","neg",1.54138889048484
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION","POSITIVE REGULATION OF INTERLEUKIN 2
 PRODUCTION",1.95809431755078,0.000610339034994688,0.0287482299170429,"3/85","34/17332","7186/6885/5144","TRAF2/MAP3K7/PDE4D",3,34,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",6,18,"Tcells","neg",1.54138889048484
"KEGG_hsa05170","Human immunodeficiency virus 1 infection
",2.02858512653994,0.000611111174175041,0.0287482299170429,"6/85","212/17332","7186/6885/8517/8907/29110/8717","TRAF2/MAP3K7/IKBKG/AP1M1/TBK1/TRADD",6,212,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",12,18,"Tcells","neg",1.54138889048484
"KEGG_hsa04140","Autophagy",1.6842504484627,0.000645932726758982,0.0294152984987175,"5/85","141/17332","6885/7249/29110/7248/8837","MAP3K7/TSC2/TBK1/TSC1/CFLAR",5,141,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",13,18,"Tcells","neg",1.53142674014792
"GOBP_REGULATION_OF_XENOPHAGY","REGULATION OF XENOPHAGY",0.548181632026983,0.00065291715923552,0.0294152984987175,"2/85","8/17332","29110/55072","TBK1/RNF31",2,8,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",1.53142674014792
"PID_HIV_NEF_PATHWAY","HIV NEF PATHWAY",1.76841049530208,0.000665203493865162,0.0294152984987175,"3/85","35/17332","7186/8837/8717","TRAF2/CFLAR/TRADD",3,35,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",1.53142674014792
"BIOCARTA_P38MAPK_PATHWAY","P38MAPK PATHWAY",1.94565106912157,0.000723117211747458,0.0309116364183082,"3/85","36/17332","7186/6885/8717","TRAF2/MAP3K7/TRADD",3,36,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",5,18,"Tcells","neg",1.50987800339255
"KEGG_hsa05168","Herpes simplex virus 1 infection
",2.95301764966798,0.000727003660674819,0.0309116364183082,"9/85","497/17332","7186/6885/7249/329/8517/29110/7248/10795/8717","TRAF2/MAP3K7/TSC2/BIRC2/IKBKG/TBK1/TSC1/ZNF268/TRADD",9,497,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",4,18,"Tcells","neg",1.50987800339255
"REACTOME_168638","NOD1/2 Signaling Pathway",1.95228188353569,0.000784146900057795,0.0327122414344865,"3/85","37/17332","6885/329/8517","MAP3K7/BIRC2/IKBKG",3,37,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",10,18,"Tcells","neg",1.48528969710772
"KEGG_hsa05163","Human cytomegalovirus infection",2.44992789269608,0.000833843967672835,0.0341039959066123,"6/85","225/17332","7186/7249/8517/29110/7248/8717","TRAF2/TSC2/IKBKG/TBK1/TSC1/TRADD",6,225,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",9,18,"Tcells","neg",1.46719473248782
"PID_FAS_PATHWAY","FAS PATHWAY",1.7750413097162,0.00084835810712966,0.0341039959066123,"3/85","38/17332","329/8517/8837","BIRC2/IKBKG/CFLAR",3,38,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",1.46719473248782
"GOBP_MESENCHYMAL_CELL_DEVELOPMENT","MESENCHYMAL CELL DEVELOPMENT",1.05662443835225,0.000958020827704387,0.0378247151795429,"4/85","89/17332","3280/157506/1906/6469","HES1/RDH10/EDN1/SHH",4,89,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.42222433353395
"BIOCARTA_SODD_PATHWAY","SODD PATHWAY",1.70936451504777,0.0010426565299295,0.0390731116554936,"2/85","10/17332","7186/8717","TRAF2/TRADD",2,10,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",4,18,"Tcells","neg",1.40812200159837
"GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS","PHARYNGEAL ARCH ARTERY MORPHOGENESIS",0.841965395530861,0.0010426565299295,0.0390731116554936,"2/85","10/17332","3280/1906","HES1/EDN1",2,10,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.40812200159837
"GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE_BY_STOP_TRANSFER_MEMBRANE_ANCHOR_SEQUENCE","PROTEIN INSERTION INTO ER MEMBRANE
 BY STOP TRANSFER MEMBRANE ANCHOR
 SEQUENCE",0.98617066966866,0.0010426565299295,0.0390731116554936,"2/85","10/17332","83460/51234","EMC6/EMC4",2,10,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",3,18,"Tcells","neg",1.40812200159837
"GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY","POSITIVE REGULATION OF JUN KINASE
 ACTIVITY",1.99770521765144,0.00121935115034124,0.0449330898900747,"3/85","43/17332","7186/6885/1906","TRAF2/MAP3K7/EDN1",3,43,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.34743371548068
"GOBP_NEURAL_CREST_CELL_DIFFERENTIATION","NEURAL CREST CELL DIFFERENTIATION",1.05662443835225,0.00127003644298206,0.0453005627959428,"4/85","96/17332","3280/157506/1906/6469","HES1/RDH10/EDN1/SHH",4,96,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.34389640245396
"GOBP_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS","FRUCTOSE 6 PHOSPHATE METABOLIC PROCESS
",0.586620204153687,0.00127030072064607,0.0453005627959428,"2/85","11/17332","9945/5211","GFPT2/PFKL",2,11,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.34389640245396
"GOBP_THYMUS_DEVELOPMENT","THYMUS DEVELOPMENT",1.04188846311597,0.00139218619925118,0.048528543308788,"3/85","45/17332","3280/3200/6469","HES1/HOXA3/SHH",3,45,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.31400274479537
"KEGG_hsa05132","Salmonella infection",2.80868154887171,0.0014047158623982,0.048528543308788,"6/85","249/17332","7186/6885/329/8517/8717/63916","TRAF2/MAP3K7/BIRC2/IKBKG/TRADD/ELMO2",6,249,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",1.31400274479537
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_SUMOYLATION","POSITIVE REGULATION OF PROTEIN SUMOYLATION
",0.833394018347245,0.00151950940464407,0.0516866968256621,"2/85","12/17332","10055/8554","SAE1/PIAS1",2,12,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.28662122167688
"GOBP_REGULATION_OF_NECROTIC_CELL_DEATH","REGULATION OF NECROTIC CELL DEATH
",1.44105833569363,0.00157968180247064,0.0529193403827663,"3/85","47/17332","329/10616/8837","BIRC2/RBCK1/CFLAR",3,47,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",5,18,"Tcells","neg",1.27638557774814
"PID_HEDGEHOG_GLI_PATHWAY","HEDGEHOG GLI PATHWAY",0.891184034833243,0.00167906563510272,0.0554091659583899,"3/85","48/17332","8100/6469/8554","IFT88/SHH/PIAS1",3,48,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.25641838697049
"GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS","CARDIAC NEURAL CREST CELL DEVELOPMENT
 INVOLVED IN OUTFLOW TRACT MORPHOGENESIS
",0.841965395530861,0.00179007061098924,0.0557443115619326,"2/85","13/17332","3280/1906","HES1/EDN1",2,13,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.25379944367546
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION","REGULATION OF SKELETAL MUSCLE CELL
 PROLIFERATION",0.762450904451726,0.00179007061098924,0.0557443115619326,"2/85","13/17332","6469/8837","SHH/CFLAR",2,13,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.25379944367546
"GOBP_XENOPHAGY","XENOPHAGY",0.548181632026983,0.00179007061098924,0.0557443115619326,"2/85","13/17332","29110/55072","TBK1/RNF31",2,13,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",8,18,"Tcells","neg",1.25379944367546
"REACTOME_5357786","TNFR1-induced proapoptotic signaling",1.70936451504777,0.00179007061098924,0.0557443115619326,"2/85","13/17332","7186/8717","TRAF2/TRADD",2,13,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",6,18,"Tcells","neg",1.25379944367546
"GOBP_REGULATION_OF_CELL_SIZE","REGULATION OF CELL SIZE",1.64140652691726,0.00191721495427047,0.058874475887389,"5/85","180/17332","9798/7248/1906/1874/343472","IST1/TSC1/EDN1/E2F4/BARHL2",5,180,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.23007294602403
"GOBP_ORGANIC_ANION_TRANSPORT","ORGANIC ANION TRANSPORT",1.78812090190002,0.00199989956390639,0.0597687134510188,"7/85","362/17332","10087/1906/347411/6512/116085/10955/123096","CERT1/EDN1/MPC1L/SLC1A7/SLC22A12/SERINC3/SLC25A29",7,362,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.2235260924537
"PID_CASPASE_PATHWAY","CASPASE PATHWAY",2.39316338070283,0.00200040017882198,0.0597687134510188,"3/85","51/17332","7186/329/8717","TRAF2/BIRC2/TRADD",3,51,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.2235260924537
"GOBP_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING","REGULATION OF NIK NF KAPPAB
 SIGNALING",1.71278965618543,0.00231144792338719,0.0678723223722496,"4/85","113/17332","329/1906/10616/8717","BIRC2/EDN1/RBCK1/TRADD",4,113,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.16830729039602
"BIOCARTA_RELA_PATHWAY","RELA PATHWAY",1.049201743087,0.0023944102872164,0.0678723223722496,"2/85","15/17332","8517/8717","IKBKG/TRADD",2,15,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",8,18,"Tcells","neg",1.16830729039602
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD","MORPHOGENESIS OF AN EPITHELIAL BUD
",0.552258909590896,0.0023944102872164,0.0678723223722496,"2/85","15/17332","157506/6469","RDH10/SHH",2,15,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.16830729039602
"GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION","SKELETAL MUSCLE CELL PROLIFERATION",0.762450904451726,0.0023944102872164,0.0678723223722496,"2/85","15/17332","6469/8837","SHH/CFLAR",2,15,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.16830729039602
"BIOCARTA_SHH_PATHWAY","SHH PATHWAY",0.785520110594014,0.00272777236700101,0.074458082758509,"2/85","16/17332","5576/6469","PRKAR2A/SHH",2,16,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.12808815074078
"GOBP_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT","CARDIAC NEURAL CREST CELL DIFFERENTIATION
 INVOLVED IN HEART DEVELOPMENT",0.841965395530861,0.00272777236700101,0.074458082758509,"2/85","16/17332","3280/1906","HES1/EDN1",2,16,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.12808815074078
"GOBP_CD40_SIGNALING_PATHWAY","CD40 SIGNALING PATHWAY",0.733341567791893,0.00272777236700101,0.074458082758509,"2/85","16/17332","2175/55072","FANCA/RNF31",2,16,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",7,18,"Tcells","neg",1.12808815074078
"KEGG_hsa04152","AMPK signaling pathway",1.47554898492789,0.00287361260637076,0.0774824082034847,"4/85","120/17332","6885/7249/7248/5211","MAP3K7/TSC2/TSC1/PFKL",4,120,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",2,18,"Tcells","neg",1.11079688958907
"KEGG_hsa04919","Thyroid hormone signaling pathway",1.54010008898695,0.00296089404498849,0.0783165214950961,"4/85","121/17332","7249/9862/10025/5211","TSC2/MED24/MED16/PFKL",4,121,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",5,18,"Tcells","neg",1.10614661039075
"BIOCARTA_TNFR2_PATHWAY","TNFR2 PATHWAY",1.88411905658358,0.00308165417009198,0.0783165214950961,"2/85","17/17332","7186/8517","TRAF2/IKBKG",2,17,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",11,18,"Tcells","neg",1.10614661039075
"GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","G PROTEIN COUPLED RECEPTOR SIGNALING
 PATHWAY INVOLVED IN HEART PROCESS
",0.950301237122192,0.00308165417009198,0.0783165214950961,"2/85","17/17332","1906/5144","EDN1/PDE4D",2,17,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.10614661039075
"GOBP_REGULATION_OF_ODONTOGENESIS","REGULATION OF ODONTOGENESIS",0.890468325659194,0.00308165417009198,0.0783165214950961,"2/85","17/17332","1906/6469","EDN1/SHH",2,17,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",1,18,"Tcells","neg",1.10614661039075
"GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE","TAIL ANCHORED MEMBRANE PROTEIN INSERTION
 INTO ER MEMBRANE",0.98617066966866,0.00308165417009198,0.0783165214950961,"2/85","17/17332","83460/51234","EMC6/EMC4",2,17,"2019_Cell_Vredevoogd_IFNGR1deficient_D10_B",4,18,"Tcells","neg",1.10614661039075
