id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Asb4	4	0.05014	0.10924	0.724964	2938	3	-4.946	0.43544	0.5113	1.0	9376	1	3.471
Myocd	4	0.05014	0.10924	0.724964	2939	3	-3.8236	0.93632	0.96285	1.0	18090	0	0
Crip1	4	0.05014	0.10924	0.724964	2940	3	-3.9574	0.29226	0.43315	1.0	7793	1	4.0783
BC051142	4	0.050143	0.10953	0.724964	2941	4	-2.7352	0.94986	0.97045	1.0	18393	0	0
Serpina11	4	0.050174	0.1097	0.724964	2942	4	-3.005	0.94983	0.97045	1.0	18391	0	0
2010012O05Rik	4	0.050244	0.1097	0.724964	2943	3	-5.0911	0.38707	0.48577	1.0	8801	1	3.2861
Rasal3	4	0.050244	0.1097	0.724964	2944	3	-3.3676	0.49287	0.5443	1.0	10109	1	2.7466
Rbpjl	4	0.050244	0.1097	0.724964	2945	2	-4.1048	0.63973	0.66921	1.0	12376	1	2.1071
Tmem114	4	0.050244	0.1097	0.724964	2946	2	-6.3844	0.25006	0.37465	1.0	6982	2	2.6745
Eme1	4	0.050244	0.1097	0.724964	2947	2	-5.5263	0.25608	0.38925	1.0	7120	2	2.2811
Ubxn7	4	0.050244	0.1097	0.724964	2948	2	-5.8426	0.40286	0.49176	1.0	8986	1	2.8545
Ift22	4	0.050244	0.1097	0.724964	2949	1	-3.5495	0.75921	0.79091	1.0	14583	0	0
Slc22a1	4	0.050244	0.1097	0.724964	2950	2	-5.9688	0.21876	0.33912	1.0	6282	1	4.5867
Gm4858	4	0.050244	0.1097	0.724964	2951	2	-3.9805	0.76641	0.79966	1.0	14737	0	0
Wdr93	4	0.050244	0.1097	0.724964	2952	2	-5.3925	0.56639	0.60303	1.0	11179	1	2.4746
Ndufaf6	4	0.050244	0.1097	0.724964	2953	1	-7.1915	0.53786	0.58176	1.0	10759	1	2.0964
Cep104	4	0.050244	0.1097	0.724964	2954	1	-3.542	0.46603	0.52635	1.0	9759	1	3.0951
Lrrc8b	4	0.050244	0.1097	0.724964	2955	1	-3.5477	0.30377	0.44213	1.0	7924	1	3.6235
4931431F19Rik	4	0.050276	0.10993	0.724964	2956	4	-3.7052	0.94972	0.97017	1.0	18390	0	0
Agps	3	0.050304	0.09745	0.71345	2957	2	-4.1506	0.86808	0.91144	1.0	16679	0	0
Gnpat	4	0.050341	0.11015	0.724964	2958	4	-3.0307	0.94966	0.96988	1.0	18389	0	0
Ppbp	3	0.050362	0.09745	0.71345	2959	2	-5.6285	0.39223	0.42814	1.0	8856	1	2.9207
Stt3a	4	0.05054	0.11015	0.724964	2960	4	-2.6517	0.94946	0.96988	1.0	18386	0	0
Pts	3	0.050594	0.097451	0.71345	2961	3	-2.9542	0.94941	0.97144	1.0	18384	0	0
Mrpl39	3	0.050621	0.097451	0.71345	2962	3	-3.8532	0.94938	0.97144	1.0	18383	0	0
Svs2	4	0.050632	0.11015	0.724964	2963	4	-2.1213	0.94937	0.96988	1.0	18381	0	0
2310007L24Rik	4	0.050674	0.11015	0.724964	2964	4	-3.2691	0.94933	0.96988	1.0	18380	0	0
Il34	4	0.050754	0.11039	0.724964	2965	2	-5.8353	0.11162	0.18431	0.962199	3857	1	6.2838
Acat3	4	0.050757	0.11039	0.724964	2966	4	-2.1184	0.94924	0.96958	1.0	18379	0	0
P2ry12	4	0.050814	0.11039	0.724964	2967	4	-2.1499	0.94919	0.96958	1.0	18377	0	0
Ttc17	4	0.050894	0.11039	0.724964	2968	4	-1.7721	0.94911	0.96958	1.0	18375	0	0
Nmrk2	3	0.050904	0.09766	0.71345	2969	2	-5.8626	0.46973	0.49651	1.0	9802	1	2.1204
9330182O14Rik	3	0.050943	0.097869	0.71345	2970	2	-6.1874	0.31826	0.37597	1.0	8067	1	3.3984
BC048562	3	0.050943	0.097869	0.71345	2971	1	-7.0844	0.13154	0.21332	1.0	4302	2	2.2191
Ankrd11	3	0.050943	0.097869	0.71345	2972	3	-4.0894	0.88805	0.9254	1.0	17066	0	0
Ppp3r1	4	0.050949	0.11039	0.724964	2973	4	-2.9602	0.94905	0.96958	1.0	18373	0	0
Bid	4	0.050977	0.11039	0.724964	2974	4	-3.6159	0.94902	0.96958	1.0	18372	0	0
Ccdc105	4	0.050988	0.11047	0.724964	2975	3	-5.0511	0.92765	0.95647	1.0	17912	0	0
4930427A07Rik	4	0.050988	0.11047	0.724964	2976	3	-4.9178	0.92275	0.95206	1.0	17813	0	0
Ptcd1	4	0.050988	0.11047	0.724964	2977	3	-5.4875	0.13561	0.21746	1.0	4398	1	4.5027
Xrn1	4	0.050988	0.11047	0.724964	2978	3	-5.2403	0.14697	0.23068	1.0	4667	1	3.6253
Zfp518a	4	0.050988	0.11047	0.724964	2979	3	-5.6087	0.45774	0.52034	1.0	9665	1	2.9648
Zc3h13	4	0.050988	0.11047	0.724964	2980	3	-5.003	0.19417	0.31097	1.0	5727	1	3.014
Tead2	4	0.050988	0.11047	0.724964	2981	3	-5.0568	0.24184	0.37004	1.0	6804	1	3.9843
Cyp2a12	4	0.050988	0.11047	0.724964	2982	3	-5.4779	0.83991	0.87438	1.0	16153	0	0
Vipas39	4	0.050988	0.11047	0.724964	2983	3	-3.6199	0.93003	0.95726	1.0	17951	0	0
Bpifb4	4	0.050988	0.11047	0.724964	2984	3	-5.1127	0.45429	0.51881	1.0	9618	1	3.1264
Tmem147	4	0.050988	0.11047	0.724964	2985	3	-5.1162	0.34659	0.47219	1.0	8362	1	3.4996
Sqrdl	4	0.050988	0.11047	0.724964	2986	3	-4.5382	0.21025	0.32985	1.0	6093	1	4.693
Cog8	4	0.050988	0.11047	0.724964	2987	3	-5.3061	0.6634	0.69639	1.0	12751	1	2.0359
Epg5	3	0.050992	0.097869	0.71345	2988	3	-3.8814	0.94901	0.97144	1.0	18371	0	0
Madcam1	4	0.051046	0.11055	0.724964	2989	4	-1.7575	0.94895	0.96958	1.0	18370	0	0
Upf1	2	0.051085	0.070252	0.673054	2990	2	-4.6415	0.94892	0.97474	1.0	18366	0	0
1700031F05Rik	2	0.051085	0.070252	0.673054	2991	2	-5.3551	0.94892	0.97474	1.0	18368	0	0
Gm5662	2	0.051085	0.070252	0.673054	2992	2	-5.2091	0.94892	0.97474	1.0	18367	0	0
Psmc1	2	0.051085	0.070252	0.673054	2993	2	-4.7062	0.94892	0.97474	1.0	18369	0	0
Sufu	4	0.051092	0.11078	0.725512	2994	4	-2.8889	0.94891	0.96929	1.0	18365	0	0
Fam189b	4	0.051271	0.11242	0.728773	2995	1	-7.1854	0.6937	0.73096	1.0	13303	1	1.4191
Gab2	4	0.051271	0.11242	0.728773	2996	3	-3.2905	0.53393	0.58176	1.0	10709	1	2.5212
Thtpa	4	0.051271	0.11242	0.728773	2997	2	-3.6775	0.22286	0.34254	1.0	6368	2	2.4629
Magee1	4	0.051271	0.11242	0.728773	2998	3	-4.5217	0.42985	0.50982	1.0	9307	1	3.3016
Agbl5	4	0.051271	0.11242	0.728773	2999	3	-2.692	0.041685	0.099293	0.920867	1920	1	6.2929
Klhl17	4	0.051271	0.11242	0.728773	3000	3	-2.8669	0.58971	0.61954	1.0	11520	1	2.4512
Fxr2	4	0.051271	0.11242	0.728773	3001	2	-5.7779	0.274	0.42315	1.0	7553	2	1.9962
Syk	4	0.051271	0.11242	0.728773	3002	3	-5.0152	0.35905	0.47374	1.0	8509	1	3.4423
Dlx2	4	0.051271	0.11242	0.728773	3003	1	-7.1854	0.046441	0.10716	0.920867	2103	3	3.2938
Stmn4	4	0.051271	0.11242	0.728773	3004	1	-7.1854	0.24438	0.37175	1.0	6860	2	2.7787
Nemf	4	0.051403	0.11383	0.728773	3005	3	-4.3464	0.80867	0.84842	1.0	15533	0	0
Slc1a3	4	0.051403	0.11383	0.728773	3006	3	-4.7448	0.91937	0.95036	1.0	17742	0	0
Timm8a2	4	0.051403	0.11383	0.728773	3007	3	-4.2979	0.92411	0.95248	1.0	17845	0	0
Sccpdh	4	0.051403	0.11383	0.728773	3008	3	-4.1853	0.20913	0.32875	1.0	6071	1	4.7075
Brms1	4	0.051403	0.11383	0.728773	3009	2	-6.1604	0.057238	0.12944	0.920867	2538	1	5.7522
Fam13c	4	0.051403	0.11383	0.728773	3010	2	-6.5123	0.59	0.61954	1.0	11525	1	2.1246
Olfr1225	4	0.051403	0.11383	0.728773	3011	3	-4.5715	0.64166	0.67068	1.0	12399	1	2.0457
Rdh19	4	0.051403	0.11383	0.728773	3012	4	-3.2735	0.94114	0.96555	1.0	18201	0	0
Olfr957	4	0.051403	0.11383	0.728773	3013	3	-4.747	0.74632	0.78183	1.0	14308	0	0
Dnajc18	4	0.051403	0.11383	0.728773	3014	4	-3.6646	0.94231	0.96587	1.0	18222	0	0
Ccdc103	4	0.051403	0.11383	0.728773	3015	3	-4.2353	0.80455	0.84443	1.0	15458	0	0
Ppp1r10	4	0.051403	0.11383	0.728773	3016	2	-6.2519	0.0022499	0.0088441	0.716024	197	2	5.5247
Tmem52	4	0.051403	0.11383	0.728773	3017	2	-5.5974	0.16269	0.24998	1.0	5041	2	3.3081
Rdh5	4	0.051463	0.11383	0.728773	3018	4	-2.0874	0.94854	0.969	1.0	18361	0	0
Aen	4	0.051463	0.11383	0.728773	3019	4	-3.0212	0.94854	0.969	1.0	18362	0	0
Olfr971	4	0.051521	0.11383	0.728773	3020	4	-2.3	0.94848	0.969	1.0	18360	0	0
Svop	4	0.051544	0.11383	0.728773	3021	4	-2.3311	0.94846	0.969	1.0	18359	0	0
Trim34b	4	0.051593	0.11383	0.728773	3022	4	-1.9185	0.94841	0.969	1.0	18358	0	0
Opn5	4	0.051605	0.11383	0.728773	3023	4	-1.9528	0.9484	0.969	1.0	18357	0	0
Zfp688	4	0.051608	0.11383	0.728773	3024	3	-4.663	0.62837	0.6587	1.0	12198	1	2.4241
Lhfpl4	4	0.051616	0.11383	0.728773	3025	4	-3.4486	0.94838	0.969	1.0	18356	0	0
Hist1h2ak	4	0.051631	0.11383	0.728773	3026	4	-3.0719	0.94837	0.969	1.0	18355	0	0
Zfp553	4	0.051634	0.11383	0.728773	3027	3	-4.9239	0.78785	0.82301	1.0	15151	0	0
Crybb1	4	0.051654	0.11383	0.728773	3028	4	-2.8942	0.94835	0.969	1.0	18354	0	0
Olfr594	4	0.051689	0.11383	0.728773	3029	4	-1.6148	0.94831	0.969	1.0	18353	0	0
Mstn	4	0.051691	0.11383	0.728773	3030	3	-5.0296	0.83831	0.87354	1.0	16126	0	0
Ube2ql1	4	0.051718	0.11399	0.728773	3031	3	-4.291	0.86212	0.89538	1.0	16579	0	0
Syne2	4	0.051744	0.11399	0.728773	3032	4	-3.4555	0.94826	0.969	1.0	18351	0	0
Lhfpl3	4	0.051764	0.11399	0.728773	3033	4	-3.1195	0.94824	0.969	1.0	18350	0	0
Ehmt2	3	0.051774	0.10062	0.71345	3034	2	-6.1493	0.00082094	0.0010184	0.346921	83	1	9.9721
Lgals3	3	0.051774	0.10062	0.71345	3035	2	-4.0259	0.60825	0.64499	1.0	11858	0	0
Wdr92	3	0.051774	0.10062	0.71345	3036	1	-7.0778	0.0047484	0.0099657	0.716024	380	2	6.1873
Shroom1	4	0.05179	0.11399	0.728773	3037	4	-2.4286	0.94821	0.969	1.0	18348	0	0
Spo11	4	0.05179	0.11399	0.728773	3038	4	-3.9284	0.94821	0.969	1.0	18349	0	0
Fkrp	4	0.051813	0.11399	0.728773	3039	3	-3.833	0.82151	0.85907	1.0	15786	0	0
Tmed7	4	0.051851	0.11399	0.728773	3040	3	-3.6265	0.23124	0.35846	1.0	6559	1	4.1905
Pcdhgb5	4	0.051881	0.11399	0.728773	3041	3	-4.8853	0.86604	0.89843	1.0	16639	0	0
Tns4	3	0.051901	0.10288	0.71345	3042	3	-3.3962	0.9481	0.97084	1.0	18346	0	0
Rab30	4	0.051969	0.11399	0.728773	3043	3	-4.8205	0.39307	0.48877	1.0	8867	1	3.4367
Ccl4	4	0.051993	0.11399	0.728773	3044	4	-2.8388	0.94801	0.969	1.0	18343	0	0
Rtel1	3	0.052001	0.10288	0.71345	3045	3	-4.2524	0.92301	0.94972	1.0	17819	0	0
Olfr937	3	0.052001	0.10288	0.71345	3046	2	-5.9802	0.63141	0.66167	1.0	12238	0	0
BC147527	3	0.052001	0.10288	0.71345	3047	2	-6.1771	0.7961	0.83924	1.0	15307	0	0
Olfr648	4	0.052086	0.11417	0.728773	3048	4	-0.68003	0.94791	0.969	1.0	18341	0	0
9130008F23Rik	4	0.052104	0.11417	0.728773	3049	4	-3.3177	0.9479	0.969	1.0	18340	0	0
Arglu1	2	0.052128	0.070541	0.673054	3050	2	-5.0912	0.94787	0.9744	1.0	18339	0	0
Gins3	2	0.052128	0.070541	0.673054	3051	2	-5.3298	0.94787	0.9744	1.0	18338	0	0
Bhmt2	4	0.052162	0.11435	0.728773	3052	4	-2.0966	0.94784	0.969	1.0	18337	0	0
Pfn4	4	0.052162	0.11435	0.728773	3053	4	-1.9782	0.94784	0.969	1.0	18336	0	0
Tmc2	4	0.052195	0.11435	0.728773	3054	2	-6.369	0.62809	0.6587	1.0	12195	1	2.3141
Ckm	4	0.052195	0.11435	0.728773	3055	3	-3.1186	0.60671	0.6405	1.0	11828	1	2.4908
Olfr1415	4	0.052195	0.11435	0.728773	3056	1	-7.1793	0.039992	0.092535	0.920867	1850	3	2.7268
Gltscr1l	4	0.052195	0.11435	0.728773	3057	2	-5.9627	0.75716	0.7896	1.0	14541	0	0
Ms4a6b	4	0.052195	0.11435	0.728773	3058	3	-4.5539	0.77646	0.81512	1.0	14926	0	0
Rspry1	4	0.052195	0.11435	0.728773	3059	2	-6.098	0.33478	0.46158	1.0	8231	1	3.1946
Tal1	4	0.052195	0.11435	0.728773	3060	2	-2.3641	0.07015	0.13844	0.920867	2839	1	5.7046
Ubxn8	4	0.052195	0.11435	0.728773	3061	2	-3.6021	0.86826	0.90059	1.0	16680	0	0
Susd5	4	0.052195	0.11435	0.728773	3062	2	-4.2899	0.70721	0.73849	1.0	13529	0	0
Scrt1	4	0.052195	0.11435	0.728773	3063	1	-3.5403	0.43719	0.5113	1.0	9395	1	2.9136
Ppt2	4	0.052247	0.11435	0.728773	3064	4	-1.4833	0.94775	0.969	1.0	18335	0	0
Treml1	4	0.052247	0.11435	0.728773	3065	4	-2.9639	0.94775	0.969	1.0	18334	0	0
Luzp1	4	0.052317	0.11435	0.728773	3066	4	-2.5173	0.94768	0.969	1.0	18333	0	0
Syt13	4	0.052701	0.11435	0.728773	3067	4	-0.74454	0.9473	0.969	1.0	18329	0	0
Rnf170	4	0.052717	0.1149	0.729494	3068	2	-6.2142	0.253	0.38256	1.0	7053	1	4.0283
Mcts2	4	0.052717	0.1149	0.729494	3069	4	-4.0962	0.94526	0.96779	1.0	18288	0	0
Slc39a14	4	0.052717	0.1149	0.729494	3070	3	-4.3506	0.90395	0.93455	1.0	17400	0	0
Vmn1r16	4	0.052717	0.1149	0.729494	3071	2	-6.1243	0.74169	0.7752	1.0	14214	0	0
Mitd1	4	0.052717	0.1149	0.729494	3072	2	-6.1123	0.2111	0.32985	1.0	6112	1	4.5613
Ddit3	4	0.052717	0.1149	0.729494	3073	2	-6.2502	0.25083	0.37591	1.0	6999	1	4.2452
Atg13	4	0.052717	0.1149	0.729494	3074	2	-6.4804	0.17517	0.27471	1.0	5305	2	2.6168
Enho	4	0.052717	0.1149	0.729494	3075	3	-5.5346	0.84791	0.886	1.0	16304	0	0
Lppr1	4	0.05273	0.11546	0.729494	3076	4	-2.2931	0.94727	0.969	1.0	18327	0	0
Atp5h	3	0.052733	0.10331	0.71345	3077	3	-4.4	0.94727	0.97027	1.0	18326	0	0
Gbp11	4	0.052756	0.11546	0.729494	3078	4	-2.6906	0.94724	0.969	1.0	18325	0	0
Myo1c	4	0.052765	0.11546	0.729494	3079	4	-2.5252	0.94723	0.969	1.0	18324	0	0
Rabgef1	4	0.052791	0.11592	0.729494	3080	3	-4.4886	0.89118	0.92199	1.0	17137	0	0
Hsf2bp	4	0.052791	0.11592	0.729494	3081	4	-4.0106	0.93974	0.96457	1.0	18171	0	0
Tada2a	4	0.052791	0.11592	0.729494	3082	3	-5.0671	0.8771	0.90766	1.0	16866	0	0
Plin3	4	0.052791	0.11592	0.729494	3083	3	-4.6246	0.66208	0.69333	1.0	12730	1	1.9243
Slc6a6	4	0.052791	0.11592	0.729494	3084	3	-5.2295	0.67896	0.71144	1.0	13035	1	1.7996
Il1rap	4	0.052791	0.11592	0.729494	3085	3	-5.328	0.2721	0.4188	1.0	7508	1	4.3763
Lipt1	4	0.052791	0.11592	0.729494	3086	3	-4.7771	0.37907	0.48279	1.0	8718	1	2.9775
Dynlt1b	4	0.052791	0.11592	0.729494	3087	4	-3.9592	0.93916	0.96405	1.0	18161	0	0
Gm15091	4	0.052791	0.11592	0.729494	3088	3	-5.0806	0.72774	0.76163	1.0	13928	0	0
Als2cl	4	0.052791	0.11592	0.729494	3089	3	-4.6376	0.80603	0.84644	1.0	15487	0	0
Csnk1g3	3	0.052798	0.10331	0.71345	3090	1	-7.0712	0.0078903	0.025172	0.88656	523	2	5.3363
Wipf3	4	0.052818	0.11637	0.729494	3091	4	-2.1172	0.94718	0.969	1.0	18323	0	0
Psma2	2	0.052856	0.070817	0.673054	3092	2	-3.9942	0.94714	0.97407	1.0	18322	0	0
Ntn5	4	0.053016	0.11659	0.729494	3093	4	-1.5115	0.94698	0.96871	1.0	18321	0	0
Defb20	4	0.053063	0.11659	0.729494	3094	4	-0.44823	0.94694	0.96871	1.0	18320	0	0
Gm5934	3	0.053094	0.10374	0.71345	3095	3	-3.8025	0.88384	0.9215	1.0	17008	0	0
Uchl1	4	0.053169	0.11659	0.729494	3096	3	-5.016	0.18823	0.30675	1.0	5597	1	4.9801
Daam1	4	0.053169	0.11659	0.729494	3097	2	-6.197	0.16286	0.24999	1.0	5045	2	3.5629
Dok5	4	0.053169	0.11659	0.729494	3098	2	-6.3371	0.033225	0.073448	0.904148	1588	1	6.6398
Vgll4	4	0.053169	0.11659	0.729494	3099	2	-4.1749	0.27567	0.42578	1.0	7593	2	2.5365
Mapkbp1	4	0.053169	0.11659	0.729494	3100	3	-3.633	0.65361	0.68729	1.0	12586	1	2.1544
Kcnc4	4	0.053169	0.11659	0.729494	3101	3	-3.2182	0.73069	0.76299	1.0	13977	0	0
BC049730	4	0.053169	0.11659	0.729494	3102	3	-4.0065	0.89538	0.92443	1.0	17227	0	0
Gzmf	4	0.053169	0.11659	0.729494	3103	2	-3.9674	0.66879	0.69639	1.0	12844	1	2.1901
2210407C18Rik	4	0.053169	0.11659	0.729494	3104	2	-3.6364	0.48749	0.5443	1.0	10037	1	2.8418
1700034O15Rik	4	0.053169	0.11659	0.729494	3105	1	-7.1731	0.033778	0.074244	0.904148	1607	3	3.575
Dok3	4	0.053169	0.11659	0.729494	3106	2	-4.2282	0.89306	0.92383	1.0	17178	0	0
Gm11744	4	0.053169	0.11659	0.729494	3107	2	-3.7564	0.19439	0.31097	1.0	5737	2	2.3743
Rasd2	4	0.053193	0.11659	0.729494	3108	4	-2.3576	0.94681	0.96871	1.0	18319	0	0
Psma7	2	0.053293	0.071081	0.673054	3109	2	-5.3771	0.94671	0.97375	1.0	18316	0	0
Ddost	2	0.053293	0.071081	0.673054	3110	2	-5.5185	0.94671	0.97375	1.0	18318	0	0
Opa1	2	0.053293	0.071081	0.673054	3111	2	-5.2713	0.94671	0.97375	1.0	18317	0	0
Olfr1016	4	0.053314	0.11659	0.729494	3112	4	-1.7852	0.94669	0.96871	1.0	18315	0	0
Fam209	4	0.053314	0.11659	0.729494	3113	4	-2.2945	0.94669	0.96871	1.0	18314	0	0
Hamp2	4	0.053405	0.11659	0.729494	3114	3	-4.5558	0.49266	0.5443	1.0	10104	1	2.4221
Pask	4	0.053415	0.11659	0.729494	3115	4	-2.5386	0.94659	0.96871	1.0	18313	0	0
Gnpda2	4	0.05349	0.11659	0.729494	3116	3	-4.9478	0.24583	0.37175	1.0	6886	1	4.1809
Lypd8	4	0.053544	0.11659	0.729494	3117	3	-3.768	0.90397	0.93455	1.0	17402	0	0
Cript	4	0.053659	0.11659	0.729494	3118	4	-2.9092	0.94634	0.96871	1.0	18310	0	0
Pcdha2	4	0.053727	0.11659	0.729494	3119	4	-2.3569	0.94627	0.96871	1.0	18309	0	0
Ttbk1	4	0.05379	0.11659	0.729494	3120	4	-2.1383	0.94621	0.96871	1.0	18308	0	0
Olfr1130	4	0.05379	0.11659	0.729494	3121	4	-2.8583	0.94621	0.96871	1.0	18307	0	0
Brd8	3	0.053822	0.10416	0.71345	3122	3	-4.3855	0.94404	0.96749	1.0	18262	0	0
Fam101a	4	0.053874	0.11659	0.729494	3123	3	-4.2149	0.68881	0.72496	1.0	13214	1	1.874
Orc3	4	0.053894	0.11659	0.729494	3124	4	-1.888	0.94611	0.96871	1.0	18303	0	0
Pitrm1	4	0.054002	0.11683	0.729494	3125	4	-1.1382	0.946	0.96841	1.0	18302	0	0
Klhl1	4	0.054011	0.11683	0.729494	3126	4	-2.2886	0.94599	0.96841	1.0	18301	0	0
Myl10	4	0.054052	0.11741	0.729494	3127	3	-4.7159	0.78559	0.82078	1.0	15098	0	0
Dctn4	4	0.054052	0.11741	0.729494	3128	3	-5.1761	0.09726	0.16512	0.947231	3507	1	4.5887
Tmem89	4	0.054052	0.11741	0.729494	3129	3	-4.2919	0.19283	0.30889	1.0	5704	1	4.4881
Nr4a3	4	0.054052	0.11741	0.729494	3130	3	-5.5977	0.09632	0.16266	0.947231	3479	1	5.9916
Wnt8b	4	0.054052	0.11741	0.729494	3131	2	-6.4088	0.33341	0.46158	1.0	8218	1	3.8656
Cdkn2d	4	0.054052	0.11741	0.729494	3132	4	-3.8533	0.94422	0.96732	1.0	18266	0	0
Vmn1r73	4	0.054052	0.11741	0.729494	3133	3	-5.3041	0.7245	0.75456	1.0	13869	0	0
4930568D16Rik	4	0.054052	0.11741	0.729494	3134	2	-6.5944	0.22918	0.3561	1.0	6515	2	2.9523
Fgf12	4	0.054052	0.11741	0.729494	3135	3	-4.8362	0.61543	0.64496	1.0	11971	1	2.2368
Aspn	4	0.054066	0.11798	0.729494	3136	2	-4.1503	0.83779	0.87354	1.0	16118	0	0
Zbed3	4	0.054066	0.11798	0.729494	3137	3	-3.0575	0.8192	0.85714	1.0	15730	0	0
Ankzf1	4	0.054066	0.11798	0.729494	3138	2	-6.4172	0.23439	0.36086	1.0	6632	1	4.0004
Hmgcr	4	0.054066	0.11798	0.729494	3139	1	-7.167	0.33549	0.46158	1.0	8244	1	3.3744
Pnpla2	4	0.054066	0.11798	0.729494	3140	3	-4.7349	0.80106	0.84243	1.0	15395	0	0
Smgc	4	0.054066	0.11798	0.729494	3141	2	-3.7043	0.65836	0.69031	1.0	12669	1	2.0702
Zfp235	4	0.054197	0.11798	0.729494	3142	4	-2.7781	0.9458	0.96841	1.0	18298	0	0
Nexn	3	0.054235	0.10486	0.71345	3143	3	-4.1562	0.92944	0.95497	1.0	17939	0	0
Hsd17b14	4	0.054329	0.11798	0.729494	3144	4	-1.9029	0.94567	0.96841	1.0	18296	0	0
D8Ertd738e	2	0.054362	0.071639	0.676189	3145	2	-5.0062	0.94564	0.97307	1.0	18294	0	0
Vmn1r194	4	0.054651	0.11823	0.729494	3146	4	-1.9006	0.94535	0.96809	1.0	18291	0	0
Fech	4	0.054699	0.11841	0.729494	3147	3	-4.3754	0.10338	0.17138	0.951228	3664	1	4.4549
Vps11	4	0.054699	0.11841	0.729494	3148	3	-3.7771	0.9296	0.95687	1.0	17942	0	0
Vps8	4	0.054699	0.11841	0.729494	3149	3	-5.2391	0.41354	0.49627	1.0	9103	1	2.775
Enah	4	0.054699	0.11841	0.729494	3150	3	-5.1584	0.62774	0.6587	1.0	12187	1	2.3493
Shisa3	4	0.054699	0.11841	0.729494	3151	3	-5.0746	0.76792	0.80574	1.0	14770	0	0
Tmem151a	4	0.054699	0.11841	0.729494	3152	3	-4.3939	0.27395	0.42315	1.0	7552	1	4.0928
Arhgef19	4	0.054699	0.11841	0.729494	3153	3	-4.5092	0.74096	0.77389	1.0	14201	0	0
Pabpc1l	4	0.054699	0.11841	0.729494	3154	3	-5.1775	0.54782	0.58785	1.0	10899	1	2.4869
Surf6	4	0.054699	0.11841	0.729494	3155	3	-4.8073	0.1381	0.22027	1.0	4460	1	5.3234
Pdpk1	4	0.054699	0.11841	0.729494	3156	3	-4.9095	0.086778	0.15327	0.920867	3247	1	6.62
Sdr16c6	4	0.054699	0.11841	0.729494	3157	3	-5.0314	0.71719	0.74875	1.0	13730	0	0
Trpt1	4	0.054699	0.11841	0.729494	3158	3	-4.5144	0.28933	0.43162	1.0	7758	1	3.9114
Cul1	4	0.054699	0.11841	0.729494	3159	3	-4.4464	0.017087	0.045038	0.88656	930	1	7.5801
Scgb1b30	4	0.054699	0.11841	0.729494	3160	3	-5.0571	0.8966	0.92561	1.0	17259	0	0
Trim56	4	0.054699	0.11841	0.729494	3161	3	-4.3847	0.00812	0.022801	0.848791	532	1	8.3843
Wdr90	4	0.054702	0.1186	0.729494	3162	4	-2.2699	0.9453	0.96809	1.0	18290	0	0
Ube2d2a	4	0.05489	0.11883	0.729494	3163	4	-2.6872	0.94511	0.96779	1.0	18286	0	0
Fam178a	3	0.054946	0.10559	0.71345	3164	3	-1.9856	0.94505	0.96844	1.0	18285	0	0
Faxc	3	0.05496	0.10787	0.722545	3165	1	-7.058	0.10851	0.16889	0.95122	3785	2	2.5488
Agr3	3	0.05496	0.10787	0.722545	3166	2	-4.2968	0.67236	0.71669	1.0	12916	0	0
Prima1	3	0.05496	0.10787	0.722545	3167	3	-3.1561	0.91488	0.94262	1.0	17646	0	0
Klra3	3	0.05496	0.10787	0.722545	3168	1	-7.058	0.65591	0.69076	1.0	12633	0	0
Skint6	4	0.055013	0.11883	0.729494	3169	2	-4.3438	0.51441	0.56672	1.0	10435	1	2.8354
Upk3b	4	0.055013	0.11883	0.729494	3170	2	-4.5047	0.72199	0.75456	1.0	13817	0	0
4930563D23Rik	4	0.055013	0.11883	0.729494	3171	2	-3.6218	0.2149	0.33099	1.0	6189	2	2.1795
Fam117b	4	0.055013	0.11883	0.729494	3172	1	-7.1608	0.64791	0.67973	1.0	12490	1	1.9852
F7	4	0.055013	0.11883	0.729494	3173	2	-6.3309	0.72275	0.75456	1.0	13833	0	0
Cyp2d11	4	0.055013	0.11883	0.729494	3174	2	-3.8695	0.73929	0.77119	1.0	14167	0	0
Dus1l	4	0.055013	0.11883	0.729494	3175	2	-3.6044	0.57204	0.61057	1.0	11260	1	2.5004
Tmsb15a	4	0.055013	0.11883	0.729494	3176	3	-4.3087	0.44628	0.51285	1.0	9504	1	3.1147
Calhm1	4	0.055013	0.11883	0.729494	3177	2	-4.6174	0.11339	0.18431	0.962199	3899	2	3.5814
Olfr53	4	0.055087	0.11883	0.729494	3178	4	-3.0833	0.94491	0.96779	1.0	18283	0	0
Ostc	4	0.055126	0.11883	0.729494	3179	4	-2.8532	0.94487	0.96779	1.0	18282	0	0
Phf20l1	4	0.055142	0.11883	0.729494	3180	4	-3.7397	0.94486	0.96779	1.0	18281	0	0
Nolc1	4	0.055205	0.11907	0.729494	3181	4	-2.5377	0.94479	0.96747	1.0	18280	0	0
Col22a1	4	0.055278	0.11907	0.729494	3182	4	-2.18	0.94472	0.96747	1.0	18279	0	0
Fktn	4	0.055388	0.11907	0.729494	3183	4	-2.9209	0.94461	0.96747	1.0	18277	0	0
Zfp869	4	0.055406	0.11907	0.729494	3184	4	-2.9136	0.94459	0.96747	1.0	18276	0	0
