"id","HumanGene"
"Itsn2","ITSN2"
"Sh3gl2","SH3GL2"
"Sh3gl1","SH3GL1"
"Sh3gl3","SH3GL3"
"Ostf1","OSTF1"
"Sorbs3","SORBS3"
"Sorbs1","SORBS1"
"Shbg","SHBG"
"Shc1","SHC1"
"Shc3","SHC3"
"Shcbp1","SHCBP1"
"Shd","SHD"
"Sem1","SEM1"
"Shh","SHH"
"Shmt1","SHMT1"
"Shox2","SHOX2"
"Cyfip1","CYFIP1"
"Pmel","PMEL"
"Siah1a","SIAH1"
"Siah1b","SIAH1"
"Siah2","SIAH2"
"St6gal1","ST6GAL1"
"St3gal3","ST3GAL3"
"St3gal1","ST3GAL1"
"St3gal4","ST3GAL4"
"St3gal2","ST3GAL2"
"St6galnac1","ST6GALNAC1"
"St6galnac2","ST6GALNAC2"
"St6galnac3","ST6GALNAC3"
"St6galnac4","ST6GALNAC4"
"St8sia1","ST8SIA1"
"St8sia2","ST8SIA2"
"St8sia3","ST8SIA3"
"St8sia4","ST8SIA4"
"St3gal5","ST3GAL5"
"Ptk6","PTK6"
"Stil","STIL"
"Tra2b","TRA2B"
"Cox7a2l","COX7A2L"
"Sim1","SIM1"
"Sim2","SIM2"
"Sin3a","SIN3A"
"Sin3b","SIN3B"
"Sipa1","SIPA1"
"Six1","SIX1"
"Six2","SIX2"
"Six3","SIX3"
"Six4","SIX4"
"Six5","SIX5"
"Six6","SIX6"
"Vps4b","VPS4B"
"Clpb","CLPB"
"Ski","SKI"
"Skil","SKIL"
"Sla","SLA"
"Slbp","SLBP"
"Slc10a1","SLC10A1"
"Slc10a2","SLC10A2"
"Slc12a1","SLC12A1"
"Slc12a2","SLC12A2"
"Slc12a3","SLC12A3"
"Slc12a4","SLC12A4"
"Slc12a7","SLC12A7"
"Slc13a2","SLC13A2"
"Slc16a1","SLC16A1"
"Slc16a2","SLC16A2"
"Slc16a7","SLC16A7"
"Slc17a1","SLC17A1"
"Slc34a1","SLC34A1"
"Slc18a3","SLC18A3"
"Slc19a1","SLC19A1"
"Slc1a1","SLC1A1"
"Slc1a2","SLC1A2"
"Slc1a3","SLC1A3"
"Slc1a6","SLC1A6"
"Slc1a5","SLC1A5"
"Slc20a1","SLC20A1"
"Slc20a2","SLC20A2"
"Slc22a1","SLC22A1"
"Slc22a2","SLC22A2"
"Slc22a3","SLC22A3"
"Slc22a5","SLC22A5"
"Slc22a12","SLC22A12"
"Slc23a1","SLC23A1"
"Slc25a14","SLC25A14"
"Slc25a17","SLC25A17"
"Slc2a1","SLC2A1"
"Slc2a2","SLC2A2"
"Slc2a3","SLC2A3"
"Slc2a4","SLC2A4"
"Slc31a1","SLC31A1"
"Slc31a2","SLC31A2"
"Slc34a2","SLC34A2"
"Slc3a1","SLC3A1"
"Slc4a1","SLC4A1"
"Slc4a1ap","SLC4A1AP"
"Slc4a2","SLC4A2"
"Slc4a3","SLC4A3"
"Slc5a1","SLC5A1"
"Slc6a2","SLC6A2"
"Slc7a5","SLC7A5"
"Slc7a7","SLC7A7"
"Slc8a1","SLC8A1"
"Slc9a1","SLC9A1"
"Slfn1","SLFN12"
"Slfn2","SLFN12L"
"Slfn3","SLFN12"
"Slfn4","SLFN12"
"Slit1","SLIT1"
"Slit2","SLIT2"
"Slit3","SLIT3"
"Slpi","SLPI"
"Snai2","SNAI2"
"Hltf","HLTF"
"Smarca4","SMARCA4"
"Smarcb1","SMARCB1"
"Smarcc1","SMARCC1"
"Ighmbp2","IGHMBP2"
"Kdm5c","KDM5C"
"Kdm5d","KDM5D"
"Smn1","SMN1"
"Smpd1","SMPD1"
"Smpd2","SMPD2"
"Smr3a","SMR3A"
"Ncor2","NCOR2"
"Sms","SMS"
"Sst","SST"
"Sstr1","SSTR1"
"Sstr2","SSTR2"
"Sstr3","SSTR3"
"Sstr4","SSTR4"
"Sstr5","SSTR5"
"Sumo3","SUMO3"
"Siglec1","SIGLEC1"
"Snai1","SNAI1"
"Snap25","SNAP25"
"Snapin","SNAPIN"
"Snap91","SNAP91"
"Snca","SNCA"
"Sncg","SNCG"
"Snap23","SNAP23"
"Plk2","PLK2"
"Snn","SNN"
"Snrk","SNRK"
"Eftud2","EFTUD2"
"Snrpc","SNRPC"
"Snrnp70","SNRNP70"
"Snrpb","SNRPB"
"Snrpb2","SNRPB2"
"Snrpd1","SNRPD1"
"Snrpe","SNRPE"
"Snrpn","SNRPN"
"Snta1","SNTA1"
"Sntb1","SNTB1"
"Sntb2","SNTB2"
"Soat1","SOAT1"
"Sod1","SOD1"
"Sod2","SOD2"
"Sod3","SOD3"
"Son","SON"
"Sorl1","SORL1"
"Sort1","SORT1"
"Sos1","SOS1"
"Sos2","SOS2"
"Sox1","SOX1"
"Sox10","SOX10"
"Sox11","SOX11"
"Sox12","SOX12"
"Sox13","SOX13"
"Sox14","SOX14"
"Sox15","SOX15"
"Sox17","SOX17"
"Sox18","SOX18"
"Sox2","SOX2"
"Sox3","SOX3"
"Sox4","SOX4"
"Sox5","SOX5"
"Sox6","SOX6"
"Sox7","SOX7"
"Sox8","SOX8"
"Sox9","SOX9"
"Sp1","SP1"
"Sp100","SP100"
"Spa17","SPA17"
"Sp3","SP3"
"Sp4","SP4"
"Sall3","SALL3"
"Spam1","SPAM1"
"Sparc","SPARC"
"Sphk1","SPHK1"
"Serpina1a","SERPINA1"
"Serpina1b","SERPINA1"
"Serpina1c","SERPINA1"
"Serpina1d","SERPINA1"
"Serpina1e","SERPINA1"
"Serpinb9b","SERPINB9"
"Serpinb9c","SERPINB9"
"Serpinb6b","SERPINB6"
"Serpinb9f","SERPINB9"
"Serpinb9e","SERPINB9"
"Serpini1","SERPINI1"
"Serpina3k","SERPINA3"
"Serpina3g","SERPINA3"
"Serpina3n","SERPINA3"
"Serpina3m","SERPINA3"
"Serpinb6a","SERPINB6"
"Serpine2","SERPINE2"
"Serpinb9","SERPINB9"
"Serpinb5","SERPINB5"
"Serpinb8","SERPINB8"
"Serpinb9d","SERPINB9"
"Spic","SPIC"
"Spin1","SPIN1"
"Spink1","SPINK1"
"Spink4","SPINK4"
"Spint1","SPINT1"
"Spint2","SPINT2"
"Spn","SPN"
"Spta1","SPTA1"
"Sptan1","SPTAN1"
"Sptb","SPTB"
"Sptbn1","SPTBN1"
"Sptbn2","SPTBN2"
"Strbp","STRBP"
"Spock1","SPOCK1"
"Spop","SPOP"
"Spp1","SPP1"
"Spr","SPR"
"Sprr1a","SPRR1A"
"Sprr1b","SPRR1A"
"Sprr2d","SPRR2A"
"Sprr3","SPRR3"
"Sephs2","SEPHS2"
"Mucl2","MUCL1"
"Sptlc2","SPTLC2"
"Sqle","SQLE"
"Tmie","TMIE"
"Scarb1","SCARB1"
"Src","SRC"
"Srebf1","SREBF1"
"Srebf2","SREBF2"
"Srf","SRF"
"Srm","SRM"
"Srms","SRMS"
"Srp14","SRP14"
"Srpk1","SRPK1"
"Srpk2","SRPK2"
"Srprb","SRPRB"
"Trim21","TRIM21"
"Ro60","RO60"
"Ssb","SSB"
"Snu13","SNU13"
"Ssr4","SSR4"
"Ssrp1","SSRP1"
"Znrf4","ZNRF4"
"Stac","STAC"
"Zfp143","ZNF143"
"Stag1","STAG1"
"Stag2","STAG2"
"Stam","STAM"
"Star","STAR"
"Stat1","STAT1"
"Stat2","STAT2"
"Stat3","STAT3"
"Stat4","STAT4"
"Stat5a","STAT5A"
"Stat5b","STAT5B"
"Stat6","STAT6"
"Stau1","STAU1"
"Stc1","STC1"
"Stc2","STC2"
"Sult2a1","SULT2A1"
"Sult1e1","SULT1E1"
"Stfa1","CSTA"
"Stfa2","CSTA"
"Stfa3","CSTA"
"Stim1","STIM1"
"Stip1","STIP1"
"Stk10","STK10"
"Stk11","STK11"
"Aurkc","AURKC"
"Stk16","STK16"
"Plk4","PLK4"
"Slk","SLK"
"Aurkb","AURKB"
"Aurka","AURKA"
"Sult1a1","SULT1A1"
"Sult1c1","SULT1C3"
"Wnt8a","WNT8A"
"Cenpx","CENPX"
"Bhlhe40","BHLHE40"
"Stra6","STRA6"
"Stra8","STRA8"
"Strap","STRAP"
"Sts","STS"
"Stx1a","STX1A"
"Stx3","STX3"
"Stx4a","STX4"
"Stxbp1","STXBP1"
"Stxbp2","STXBP2"
"Stxbp3","STXBP3"
"Stxbp4","STXBP4"
"Sucla2","SUCLA2"
"Suclg2","SUCLG2"
"Eif1","EIF1"
"Supt4a","SUPT4H1"
"Supt5","SUPT5H"
"Supt6","SUPT6H"
"Abcc8","ABCC8"
"Abcc9","ABCC9"
"Surf1","SURF1"
"Surf2","SURF2"
"Surf4","SURF4"
"Med22","MED22"
"Surf6","SURF6"
"Suv39h1","SUV39H1"
"Swap70","SWAP70"
"Vamp7","VAMP7"
"Sycp1","SYCP1"
"Sycp3","SYCP3"
"Syk","SYK"
"Syn1","SYN1"
"Syn2","SYN2"
"Sdc1","SDC1"
"Sdc3","SDC3"
"Sdc4","SDC4"
"Syngr1","SYNGR1"
"Syngr2","SYNGR2"
"Syngr3","SYNGR3"
"Synj2","SYNJ2"
"Syp","SYP"
"Syt1","SYT1"
"Syt2","SYT2"
"Syt3","SYT3"
"Syt4","SYT4"
"T","T"
"Tac1","TAC1"
"Tac2","TAC3"
"Tacc3","TACC3"
"Tacr1","TACR1"
"Tacr2","TACR2"
"Tacr3","TACR3"
"Taf1a","TAF1A"
"Taf1b","TAF1B"
"Taf1c","TAF1C"
"Taf6","TAF6"
"Tagln","TAGLN"
"Tagln2","TAGLN2"
"Tal1","TAL1"
"Tal2","TAL2"
"Taldo1","TALDO1"
"Tank","TANK"
"Tap1","TAP1"
"Tap2","TAP2"
"Tapbp","TAPBP"
"Tarbp2","TARBP2"
"Slc6a6","SLC6A6"
"Cntn2","CNTN2"
"Tbca","TBCA"
"Tbl1x","TBL1X"
"Tbp","TBP"
"Tbr1","TBR1"
"Tbrg1","TBRG1"
"Tbrg4","TBRG4"
"Tbx1","TBX1"
"Tbx15","TBX15"
"Tbx2","TBX2"
"Tbx3","TBX3"
"Tbx4","TBX4"
"Tbx5","TBX5"
"Tbx6","TBX6"
"Tbxa2r","TBXA2R"
"Tbxas1","TBXAS1"
"Tcap","TCAP"
"Tcea1","TCEA1"
"Tcea2","TCEA2"
"Tcea3","TCEA3"
"Skp1","SKP1"
"Hnf1a","HNF1A"
"Tcf12","TCF12"
"Tcf15","TCF15"
"Zfp354a","ZNF354A"
"Hnf1b","HNF1B"
"Tcf20","TCF20"
"Tcf21","TCF21"
"Tcf4","TCF4"
"Tcf7","TCF7"
"Tcf7l1","TCF7L1"
"Tcf7l2","TCF7L2"
"Zeb1","ZEB1"
"Tfap2a","TFAP2A"
"Tfap2b","TFAP2B"
"Tfap2c","TFAP2C"
"Tfcp2","TFCP2"
"Tcf3","TCF3"
"Tfeb","TFEB"
"Tfec","TFEC"
"Vps72","VPS72"
"Mlx","MLX"
"Ubtf","UBTF"
"Tcl1","TCL1A"
"Tcn2","TCN2"
"Tcof1","TCOF1"
"Tcp1","TCP1"
"Tcp10a","TCP10L"
"Tcp10b","TCP10L2"
"Tcp11","TCP11"
"Trav5-4","TRAV13-1"
"Trgv1","TRGC2"
"Trgv2","TRGC2"
"Trgv3","TRGC1"
"Trgv4","TRGC2"
"Tcte1","TCTE1"
"Dynlt2a1","DYNLT2"
"Dynlt1b","DYNLT1"
"Phf1","PHF1"
"Phlda1","PHLDA1"
"Tdg","TDG"
"Prdx2","PRDX2"
"Dntt","DNTT"
"Sry","SRY"
"Tead1","TEAD1"
"Tead2","TEAD2"
"Tead3","TEAD3"
"Tead4","TEAD4"
"Alyref","ALYREF"
"Tec","TEC"
"Tecta","TECTA"
"Tectb","TECTB"
"Tef","TEF"
"Tek","TEK"
"Tekt1","TEKT1"
"Inmt","INMT"
"Adad1","ADAD1"
"Tep1","TEP1"
"Terf1","TERF1"
"Terf2","TERF2"
"Tert","TERT"
"Tes","TES"
"Tesk1","TESK1"
"Prss40","PRSS40A"
"Morf4l1","MORF4L1"
"Psmd2","PSMD2"
"Tex2","TEX2"
"Tex261","TEX261"
"Tex264","TEX264"
"Zfand3","ZFAND3"
"Ppp2r5d","PPP2R5D"
"Utp4","UTP4"
"Tex9","TEX9"
"Tfam","TFAM"
"Tfdp1","TFDP1"
"Tff1","TFF1"
"Tff2","TFF2"
"Tff3","TFF3"
"Tfg","TFG"
"Tfpi","TFPI"
"Tfpi2","TFPI2"
"Tgfa","TGFA"
"Tgfb1","TGFB1"
"Tgfb1i1","TGFB1I1"
"Tsc22d1","TSC22D1"
"Tgfb2","TGFB2"
"Tgfb3","TGFB3"
"Tgfbi","TGFBI"
"Tgfbr1","TGFBR1"
"Tgfbr2","TGFBR2"
"Tgfbr3","TGFBR3"
"Tgif1","TGIF1"
"Tgm1","TGM1"
"Tgm2","TGM2"
"Tgm3","TGM3"
"Tg","TG"
"Ift88","IFT88"
"Th","TH"
"Thbd","THBD"
"Thbs1","THBS1"
"Thbs2","THBS2"
"Thbs3","THBS3"
"Thbs4","THBS4"
"Thpo","THPO"
"Thra","THRA"
"Thrb","THRB"
"Thrsp","THRSP"
"Tht","THTPA"
"Thy1","THY1"
"Tia1","TIA1"
"Tial1","TIAL1"
"Tiam1","TIAM1"
"Tie1","TIE1"
"Klf10","KLF10"
"Trim24","TRIM24"
"Trim28","TRIM28"
"Timeless","TIMELESS"
"Timm17a","TIMM17A"
"Timm17b","TIMM17B"
"Timm44","TIMM44"
"Timp1","TIMP1"
"Timp2","TIMP2"
"Timp3","TIMP3"
"Nkx2-1","NKX2-1"
"Atp6v0a2","ATP6V0A2"
"Tjp1","TJP1"
"Tjp2","TJP2"
"Tk1","TK1"
"Tkt","TKT"
"Fabp9","FABP9"
"Tle1","TLE1"
"Tle2","TLE2"
"Tle3","TLE3"
"Tle4","TLE4"
"Tll1","TLL1"
"Tln1","TLN1"
"Tlr1","TLR1"
"Tlr4","TLR4"
"Tlr6","TLR6"
"Otop1","OTOP1"
"Nr2e1","NR2E1"
"Tlx1","TLX1"
"Tlx2","TLX2"
"Tspan7","TSPAN7"
"Dtymk","DTYMK"
"Tmod1","TMOD1"
"Tmpo","TMPO"
"Clec3b","CLEC3B"
"Tnc","TNC"
"Tnnc1","TNNC1"
"Tnnc2","TNNC2"
"Tnf","TNF"
"Tnfaip1","TNFAIP1"
"Tnfaip2","TNFAIP2"
"Tnfaip3","TNFAIP3"
"Tnfaip6","TNFAIP6"
"Tnfrsf10b","TNFRSF10A"
"Tnfrsf11a","TNFRSF11A"
"Tnfrsf17","TNFRSF17"
"Tnfrsf18","TNFRSF18"
"Tnfrsf1a","TNFRSF1A"
"Tnfrsf1b","TNFRSF1B"
"Cd40","CD40"
"Cd27","CD27"
"Tnfrsf8","TNFRSF8"
"Tnfrsf9","TNFRSF9"
"Tnfsf11","TNFSF11"
"Tnfsf12","TNFSF12"
"Dedd","DEDD"
"Pglyrp1","PGLYRP1"
"Cd40lg","CD40LG"
"Cd70","CD70"
"Tnfsf8","TNFSF8"
"Tnfsf9","TNFSF9"
"Tnks","TNKS"
"Tnni1","TNNI1"
"Tnni2","TNNI2"
"Tnni3","TNNI3"
"Tnnt1","TNNT1"
"Tnnt2","TNNT2"
"Tnnt3","TNNT3"
"Tnp1","TNP1"
"Tnp2","TNP2"
"Tnr","TNR"
"Tns1","TNS1"
"Tom1","TOM1"
"Top1","TOP1"
"Top2a","TOP2A"
"Top2b","TOP2B"
"Top3a","TOP3A"
"Top3b","TOP3B"
"Ppp1r13b","PPP1R13B"
"Tmem165","TMEM165"
"Tpbg","TPBG"
"Tpd52","TPD52"
"Tpd52l1","TPD52L1"
"Tph1","TPH1"
"Tpi1","TPI1"
"Tpm1","TPM1"
"Tpm2","TPM2"
"Tpmt","TPMT"
"Tpo","TPO"
"Tpp2","TPP2"
"Tpst1","TPST1"
"Tpst2","TPST2"
"Crisp2","CRISP2"
"Nr2c1","NR2C1"
"Nr2c2","NR2C2"
"Hsp90b1","HSP90B1"
"Traf1","TRAF1"
"Traf2","TRAF2"
"Traf3","TRAF3"
"Traf4","TRAF4"
"Traf5","TRAF5"
"Traf6","TRAF6"
"Tnfsf10","TNFSF10"
"Traip","TRAIP"
"Plscr1","PLSCR1"
"Trex1","TREX1"
"Trf","TF"
"Tfrc","TFRC"
"Trh","TRH"
"Trhr","TRHR"
"Trip6","TRIP6"
"Tob1","TOB1"
"Trp53","TP53"
"Trp63","TP63"
"Trp73","TP73"
"Trpc1","TRPC1"
"Trpc2","TRPC2"
"Trpc3","TRPC3"
"Trpc4","TRPC4"
"Trpc5","TRPC5"
"Trpc6","TRPC6"
"Tpt1","TPT1"
"Prss2","PRSS2"
"Prss3","PRSS3"
"Try4","PRSS3"
"Ctr9","CTR9"
"Tsc2","TSC2"
"Tsg101","TSG101"
"Rsph1","RSPH1"
"Tshb","TSHB"
"Tshr","TSHR"
"Tsix","TSIX"
"Tsn","TSN"
"Tspyl1","TSPYL1"
"Phlda2","PHLDA2"
"Tssk1","TSSK1B"
"Tssk2","TSSK2"
"Tsks","TSKS"
"Tst","TST"
"Rpl13a","RPL13A"
"Gfus","GFUS"
"Psmd3","PSMD3"
"Ttc3","TTC3"
"Ttf1","TTF1"
"Tgoln1","TGOLN2"
"Tgoln2","TGOLN2"
"Ttk","TTK"
"Ttn","TTN"
"Ttr","TTR"
"Tub","TUB"
"Tuba1a","TUBA1A"
"Tuba1b","TUBA1B"
"Tuba3a","TUBA3E"
"Tuba4a","TUBA4A"
"Tuba1c","TUBA1C"
"Tuba3b","TUBA3E"
"Tubb2a","TUBB2A"
"Tubb3","TUBB3"
"Tubb4a","TUBB4A"
"Tubb5","TUBB"
"Tuft1","TUFT1"
"Tulp1","TULP1"
"Tulp3","TULP3"
"Twist1","TWIST1"
"Tnfrsf4","TNFRSF4"
"Tnfsf4","TNFSF4"
"Txk","TXK"
"Txn1","TXN"
"Cmpk2","CMPK2"
"Tyms","TYMS"
"Tyr","TYR"
"Tyro3","TYRO3"
"Tyrobp","TYROBP"
"Tyrp1","TYRP1"
"Zrsr2","ZRSR2"
"U2af2","U2AF2"
"Uba52","UBA52"
"Ubb","UBB"
"Ubc","UBC"
"Ube2m","UBE2M"
"Ube2e3","UBE2E3"
"Ube2e1","UBE2E1"
"Ube2l3","UBE2L3"
"Ube2i","UBE2I"
"Uba3","UBA3"
"Uba1","UBA1"
"Ube2a","UBE2A"
"Ube2b","UBE2B"
"Ube2g2","UBE2G2"
"Ube2h","UBE2H"
"Ube3a","UBE3A"
"Usp12","USP12"
"Sumo1","SUMO1"
"Ubp1","UBP1"
"Ubr1","UBR1"
"Uchl1","UCHL1"
"Usp10","USP10"
"Usp5","USP5"
"Ucn","UCN"
"Ucp1","UCP1"
"Ucp2","UCP2"
"Ucp3","UCP3"
"Ufd1","UFD1"
"Slc35a2","SLC35A2"
"Ugcg","UGCG"
"Ugdh","UGDH"
"Ugt1a2","UGT1A3"
"Ugt2b5","UGT2B28"
"Ugt8a","UGT8"
"Dpysl3","DPYSL3"
"Ulk1","ULK1"
"Umod","UMOD"
"Uck1","UCK1"
"Umps","UMPS"
"Unc119","UNC119"
"Unc13b","UNC13B"
"Unc5c","UNC5C"
"Uncx","UNCX"
"Ung","UNG"
"Usp4","USP4"
"Nr1h3","NR1H3"
"Nr1h2","NR1H2"
"Uox","UOX"
"Prap1","PRAP1"
"Upk1b","UPK1B"
"Upk2","UPK2"
"Upk3a","UPK3A"
"Upp1","UPP1"
"Uqcrq","UQCRQ"
"Uqcrc1","UQCRC1"
"Urod","UROD"
"Uros","UROS"
"Usf1","USF1"
"Usf2","USF2"
"Ush2a","USH2A"
"Usp9x","USP9X"
"Utf1","UTF1"
"Scgb1a1","SCGB1A1"
"Utrn","UTRN"
"Kdm6a","KDM6A"
"Uty","UTY"
"Slc45a2","SLC45A2"
"Uxt","UXT"
"Cdh23","CDH23"
"Vmn1r51","VN1R17P"
"Vmn1r45","VN1R17P"
"Vamp1","VAMP1"
"Vamp2","VAMP2"
"Vamp3","VAMP3"
"Vamp8","VAMP8"
"Vasp","VASP"
"Vav1","VAV1"
"Vav2","VAV2"
"Vax1","VAX1"
"Vbp1","VBP1"
"Vcam1","VCAM1"
"Vcl","VCL"
"Vdac1","VDAC1"
"Vdac2","VDAC2"
"Vdac3","VDAC3"
"Vdr","VDR"
"Vegfa","VEGFA"
"Vegfb","VEGFB"
"Vegfc","VEGFC"
"Lin7b","LIN7B"
"Lin7c","LIN7C"
"Vezf1","VEZF1"
"Vhl","VHL"
"Slc32a1","SLC32A1"
"Vil1","VIL1"
"Ezr","EZR"
"Vill","VILL"
"Vim","VIM"
"Vip","VIP"
"Vipr1","VIPR1"
"Vipr2","VIPR2"
"Vldlr","VLDLR"
"Nrsn1","NRSN1"
"Vnn1","VNN1"
"Vpreb3","VPREB3"
"Vps45","VPS45"
"Vrk1","VRK1"
"Trpv2","TRPV2"
"Vtn","VTN"
"Vwf","VWF"
"Wap","WAPL"
"Was","WAS"
"Wbp1","WBP1"
"Wbp2","WBP2"
"Fmnl3","FMNL3"
"Wbp4","WBP4"
"Tceal9","TCEAL9"
"Eif4h","EIF4H"
"Baz1b","BAZ1B"
"Wdr1","WDR1"
"Wee1","WEE1"
"Wfs1","WFS1"
"Zmat3","ZMAT3"
"Ccn4","CCN4"
"Ccn5","CCN5"
"Wiz","WIZ"
"Wnt1","WNT1"
"Wnt10a","WNT10A"
"Wnt10b","WNT10B"
"Wnt11","WNT11"
"Wnt9b","WNT9B"
"Wnt2","WNT2"
"Wnt2b","WNT2B"
"Wnt3","WNT3"
"Wnt3a","WNT3A"
"Wnt4","WNT4"
"Wnt5a","WNT5A"
"Wnt5b","WNT5B"
"Wnt6","WNT6"
"Wnt7a","WNT7A"
"Wnt7b","WNT7B"
"Wnt8b","WNT8B"
"Wrn","WRN"
"Dctn6","DCTN6"
"Wt1","WT1"
"Xbp1","XBP1"
"Xdh","XDH"
"Xirp1","XIRP1"
"Xk","XK"
"Xlr","SYCP3"
"Xlr3a","FAM9B"
"Xlr3c","FAM9C"
"Gm4836","SYCP3"
"Atrx","ATRX"
"Xpa","XPA"
"Xpc","XPC"
"Ercc5","ERCC5"
"Xrcc1","XRCC1"
"Xrcc5","XRCC5"
"Slc6a18","SLC6A18"
"Slc6a20b","SLC6A20"
"Yap1","YAP1"
"Ybx1","YBX1"
"Yes1","YES1"
"Siae","SIAE"
"Map3k19","MAP3K19"
"Slc23a3","SLC23A3"
"Ywhae","YWHAE"
"Ywhag","YWHAG"
"Ywhah","YWHAH"
"Ywhaq","YWHAQ"
"Ywhaz","YWHAZ"
"Yy1","YY1"
"Plagl1","PLAGL1"
"Zan","ZAN"
"Zap70","ZAP70"
"Zfp1","ZFP1"
"Zbtb17","ZBTB17"
"Zfp101","ZNF101"
"Rnf103","RNF103"
"Zfp105","ZNF35"
"Zfp11","ZNF546"
"Mkrn3","MKRN3"
"Zfp13","ZNF205"
"Pcgf2","PCGF2"
"Zfp148","ZNF148"
"Zbtb14","ZBTB14"
"Sf1","SF1"
"Trim26","TRIM26"
"Rnf112","RNF112"
"Zfp185","ZNF185"
"Zfp2","ZFP2"
"Zfp207","ZNF207"
"Zfand5","ZFAND5"
"Zfp239","ZNF239"
"Zpr1","ZPR1"
"Zfp26","ZNF778"
"Zfp27","ZNF585A"
"Zfp28","ZFP28"
"Zscan2","ZSCAN2"
"Zfp30","ZFP30"
"Zfp36","ZFP36"
"Zfp37","ZFP37"
"Zscan21","ZSCAN21"
"Zfp39","ZNF717"
"Zfp41","ZFP41"
"Zfp42","ZFP42"
"Zfp46","ZNF436"
"Zfp51","ZNF761"
"Zfp54","ZNF195"
"Zfp57","ZFP57"
"Zfp59","ZNF780A"
"Zfp60","ZNF780A"
"Zfp61","ZNF226"
"Zfp62","ZFP62"
"Zfp64","ZFP64"
"Zbtb7b","ZBTB7B"
"Zfp85","ZNF355P"
"Zfp9","ZNF25"
"Zfp90","ZFP90"
"Zfp92","ZFP92"
"Zfp93","ZNF235"
"Zfp94","ZNF45"
"Zkscan5","ZKSCAN5"
"Zscan12","ZSCAN12"
"Zfp97","ZNF101"
"Zfpm1","ZFPM1"
"Zfpm2","ZFPM2"
"Zfr","ZFR"
"Zfx","ZFX"
"Zfy1","ZFY"
"Zfy2","ZFY"
"Zhx1","ZHX1"
"Zic1","ZIC1"
"Zic2","ZIC2"
"Zic3","ZIC3"
"Zic4","ZIC4"
"Zik1","ZIK1"
"Ikzf1","IKZF1"
"Ikzf2","IKZF2"
"Ikzf3","IKZF3"
"Ikzf4","IKZF4"
"Slc30a1","SLC30A1"
"Slc30a3","SLC30A3"
"Slc30a4","SLC30A4"
"Zp1","ZP1"
"Zp2","ZP2"
"Zp3","ZP3"
"Zp3r","C4BPA"
"Dnajc2","DNAJC2"
"Zyx","ZYX"
"Coro1b","CORO1B"
"Coro1c","CORO1C"
"Adam23","ADAM23"
"Adam25","ADAM20"
"Adamts5","ADAMTS5"
"Agr2","AGR2"
"Aplnr","APLNR"
"Akt3","AKT3"
"Aloxe3","ALOXE3"
"Amfr","AMFR"
"Apc2","APC2"
"Arih1","ARIH1"
"Arih2","ARIH2"
"Ash2l","ASH2L"
"Bace1","BACE1"
"Banf1","BANF1"
"Bpnt1","BPNT1"
"Bves","BVES"
"C1ql1","C1QL1"
"Capn10","CAPN10"
"Car14","CA14"
"Xcr1","XCR1"
"Cd52","CD52"
"Cdc6","CDC6"
"Cdh20","CDH20"
"Cfdp1","CFDP1"
"Clca1","CLCA1"
"Clec5a","CLEC5A"
"Klf6","KLF6"
"Pappa2","PAPPA2"
"Def6","DEF6"
"Def8","DEF8"
"Defa17","DEFA1B"
"Dido1","DIDO1"
"Dmtf1","DMTF1"
"Dlg2","DLG2"
"Dand5","DAND5"
"Ets1","ETS1"
"Ets2","ETS2"
"Faim","FAIM"
"Farsb","FARSB"
"Fbln5","FBLN5"
"Fiz1","FIZ1"
"Fxr2","FXR2"
"Fyb","FYB"
"G3bp2","G3BP2"
"Gadd45g","GADD45G"
"Gmcl1","GMCL1"
"Gdf15","GDF15"
"Ggt5","GGT5"
"Gpc6","GPC6"
"Gpr34","GPR34"
"Grem1","GREM1"
"Grem2","GREM2"
"Gtf2h2","GTF2H2"
"Hax1","HAX1"
"Hcst","HCST"
"Hs2st1","HS2ST1"
"Rhof","RHOF"
"Impdh1","IMPDH1"
"Impdh2","IMPDH2"
"Insl5","INSL5"
"Insrr","INSRR"
"Sh2b2","SH2B2"
"Jtb","JTB"
"Aadat","AADAT"
"Katna1","KATNA1"
"Kel","KEL"
"Lamc3","LAMC3"
"Ly6h","LY6H"
"Lynx1","LYNX1"
"Mab21l2","MAB21L2"
"Map2k5","MAP2K5"
"Mapk7","MAPK7"
"Mta2","MTA2"
"Esyt1","ESYT1"
"Mgll","MGLL"
"Mid2","MID2"
"Mmp17","MMP17"
"Dnajb6","DNAJB6"
"Nek3","NEK3"
"Nek4","NEK4"
"Neu2","NEU2"
"Nr0b2","NR0B2"
"Nr2e3","NR2E3"
"Nt5e","NT5E"
"Oas1g","OAS1"
"Oas1b","OAS1"
"Oasl2","OASL2P"
"Tenm1","TENM1"
"Tenm2","TENM2"
"Tenm3","TENM3"
"Tenm4","TENM4"
"Osr1","OSR1"
"Nlrp5","NLRP5"
"Pacsin1","PACSIN1"
"Pacsin2","PACSIN2"
"Papss1","PAPSS1"
"Papss2","PAPSS2"
"Pebp1","PEBP1"
"Pcbp1","PCBP1"
"Pde10a","PDE10A"
"Slc26a4","SLC26A4"
"Eci2","ECI2"
"Pin1","PIN1"
"Med24","MED24"
"Cib1","CIB1"
"Prkra","PRKRA"
"Klk7","KLK7"
"Dazap2","DAZAP2"
"Psmc4","PSMC4"
"Psmd13","PSMD13"
"Twf2","TWF2"
